weekday;day;month;year;time;EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ GERAL FAR (KWh);EA+ GERAL 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ GERAL MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ GERAL PTM (KWh);EA+ GERAL 2 SNT (KWh);EA+ GERAL FMC (KWh)
Sat;14;5;2016;18:15;41.57;24.13;1.59;25.5;10.0;130.02;19.0;71.2;30.0;22.0;6.0;14.0;12.85;46.0;56.0;7.4;31.43;40.0;6.0;31.01;23.0
Sat;14;5;2016;18:30;40.02;25.45;1.76;25.7;9.0;126.08;20.0;73.01;32.0;24.0;6.0;13.5;12.36;45.0;51.0;7.74;33.48;40.0;5.0;30.99;23.0
Sat;14;5;2016;18:45;40.16;26.03;1.59;25.8;12.0;127.15;19.0;71.1;30.0;23.0;7.0;13.5;14.68;46.0;52.0;7.68;29.62;41.0;6.0;31.05;22.0
Sat;14;5;2016;19:00;41.71;24.84;1.76;25.5;9.0;127.62;20.0;72.35;31.0;24.0;6.0;14.0;17.05;46.0;51.0;7.84;30.45;40.0;6.0;30.84;23.0
Sat;14;5;2016;19:15;39.73;24.43;1.59;25.7;10.0;126.79;20.0;71.7;30.0;22.0;7.0;13.5;16.11;46.0;50.0;7.95;34.03;43.0;6.0;31.01;23.0
Sat;14;5;2016;19:30;40.76;25.87;1.7;25.8;12.0;129.43;19.0;71.81;32.0;22.0;6.0;14.0;13.99;46.0;50.0;7.99;29.4;40.0;5.0;22.57;23.0
Sat;14;5;2016;19:45;40.46;25.31;1.66;25.5;9.0;126.55;20.0;70.62;30.0;24.0;7.0;13.0;15.28;46.0;50.0;8.2;31.31;41.0;7.0;15.75;23.0
Sat;14;5;2016;20:00;40.24;24.57;1.62;25.5;11.0;127.94;19.0;72.6;31.0;23.0;6.0;14.0;19.67;46.0;49.0;9.04;36.54;40.0;6.0;15.98;23.0
Sat;14;5;2016;20:15;42.18;25.22;1.74;26.0;10.0;127.59;19.0;70.74;30.0;24.0;7.0;14.0;18.05;46.0;50.0;7.78;37.73;40.0;5.0;15.81;22.0
Sat;14;5;2016;20:30;39.39;25.18;1.6;25.7;10.0;126.84;20.0;70.49;32.0;22.0;6.0;14.0;18.59;46.0;49.0;7.24;40.77;40.0;6.0;15.79;23.0
Sat;14;5;2016;20:45;39.6;25.14;1.76;25.5;11.0;126.63;20.0;70.47;31.0;23.0;6.0;13.0;17.22;45.0;50.0;8.52;30.86;40.0;6.0;15.88;23.0
Sat;14;5;2016;21:00;41.5;23.99;1.59;25.8;10.0;126.09;19.0;70.51;31.0;22.0;8.0;14.0;18.23;46.0;49.0;7.6;29.38;40.0;6.0;15.76;23.0
Sat;14;5;2016;21:15;40.11;25.06;1.76;25.5;11.0;126.88;20.0;71.47;30.0;23.0;5.0;14.0;18.51;45.0;50.0;7.96;31.21;42.0;6.0;15.81;23.0
Sat;14;5;2016;21:30;39.75;25.24;1.59;25.7;11.0;127.42;19.0;70.64;32.0;20.0;7.0;14.0;16.84;46.0;48.0;8.23;27.5;41.0;6.0;15.79;23.0
Sat;14;5;2016;21:45;41.5;23.96;1.77;25.8;10.0;125.63;20.0;69.1;30.0;17.0;6.0;14.0;19.92;46.0;50.0;8.43;30.73;40.0;6.0;15.79;23.0
Sat;14;5;2016;22:00;39.36;24.98;1.59;25.5;11.0;126.48;19.0;71.45;31.0;20.0;7.0;15.5;17.65;46.0;48.0;7.65;31.0;40.0;6.0;15.79;22.0
Sat;14;5;2016;22:15;40.13;24.69;1.76;25.5;11.0;127.78;19.0;69.05;30.0;20.0;6.0;16.5;17.0;46.0;49.0;7.99;27.97;39.0;6.0;15.75;23.0
Sat;14;5;2016;22:30;40.74;24.72;1.59;25.7;9.0;126.98;19.0;69.87;31.0;20.0;7.0;16.0;19.01;45.0;48.0;8.16;32.42;40.0;5.0;15.77;23.0
Sat;14;5;2016;22:45;39.94;24.89;1.76;25.8;12.0;127.3;19.0;69.67;30.0;20.0;6.0;16.0;16.56;46.0;49.0;7.71;28.99;40.0;7.0;15.8;23.0
Sat;14;5;2016;23:00;41.15;25.47;1.59;25.5;9.0;127.31;19.0;68.8;32.0;21.0;7.0;15.5;18.24;46.0;48.0;8.43;29.26;40.0;5.0;15.75;23.0
Sat;14;5;2016;23:15;39.78;23.01;1.76;25.7;10.0;127.41;19.0;70.38;30.0;20.0;6.0;13.75;17.09;46.0;49.0;7.52;36.97;41.0;6.0;15.78;22.0
Sat;14;5;2016;23:30;39.7;25.02;1.59;25.5;12.0;127.54;19.0;69.96;31.0;21.0;7.0;13.75;17.6;46.0;47.0;8.05;36.97;40.0;6.0;15.75;21.0
Sat;14;5;2016;23:45;41.38;25.39;1.75;25.8;9.0;126.91;19.0;68.47;30.0;21.0;5.0;14.0;15.42;46.0;50.0;8.15;30.9;40.0;5.6;15.79;21.0
Sun;15;5;2016;00:00;39.57;23.15;1.59;25.5;11.0;127.88;19.0;69.13;31.0;19.0;7.0;13.0;15.83;45.0;48.0;8.02;32.64;40.0;5.6;15.78;22.0
Sun;15;5;2016;00:15;39.6;24.92;1.75;25.7;11.0;126.47;18.0;69.05;30.0;21.0;6.0;14.0;15.99;46.0;47.0;8.15;28.35;40.0;5.6;15.73;21.0
Sun;15;5;2016;00:30;41.79;25.56;1.6;25.8;9.0;126.51;18.0;67.16;31.0;21.0;7.0;14.0;15.1;46.0;48.0;7.76;28.35;40.0;5.6;15.74;21.0
Sun;15;5;2016;00:45;39.32;23.27;1.75;25.5;12.0;126.92;19.0;68.7;30.0;20.0;6.0;13.0;18.1;45.0;49.0;8.27;32.09;39.0;5.6;15.77;21.0
Sun;15;5;2016;01:00;39.56;24.67;1.59;25.5;9.0;125.56;18.0;68.21;32.0;21.0;6.0;14.0;15.91;46.0;47.0;7.39;27.8;40.0;6.0;15.71;21.0
Sun;15;5;2016;01:15;41.55;25.49;1.75;25.7;10.0;127.54;18.0;66.57;31.0;21.0;7.0;14.0;15.34;45.0;47.0;8.17;29.61;42.0;5.0;15.82;22.0
Sun;15;5;2016;01:30;39.14;24.98;1.59;25.5;11.0;126.2;18.0;67.22;31.0;20.0;6.0;14.0;15.83;45.0;48.0;7.5;32.41;42.0;6.0;15.76;21.0
Sun;15;5;2016;01:45;39.39;23.32;1.76;25.8;9.0;126.53;18.0;67.19;31.0;21.0;7.0;13.0;15.66;46.0;47.0;8.46;27.63;40.0;6.0;15.72;21.0
Sun;15;5;2016;02:00;41.65;25.3;1.59;25.5;12.0;127.18;18.0;68.16;31.0;21.0;6.0;14.0;17.87;46.0;48.0;7.38;30.86;40.0;5.0;15.77;21.0
Sun;15;5;2016;02:15;39.14;24.79;1.75;25.5;9.0;126.45;18.0;66.47;30.0;20.0;6.0;13.5;15.11;46.0;47.0;7.46;31.35;39.0;6.0;15.76;22.0
Sun;15;5;2016;02:30;39.46;24.07;1.59;25.5;11.0;126.27;19.0;66.39;30.0;21.0;6.0;13.5;16.24;46.0;47.0;8.34;28.0;40.0;6.0;15.74;21.0
Sun;15;5;2016;02:45;41.06;24.64;1.75;25.5;9.0;125.6;18.0;67.61;31.0;20.0;7.0;14.0;15.16;46.0;47.0;7.24;30.23;40.0;5.0;15.76;21.0
Sun;15;5;2016;03:00;39.22;25.38;1.59;25.5;11.0;126.39;18.0;66.24;31.0;21.0;6.0;13.5;15.62;45.0;47.33;8.48;29.82;40.0;6.0;15.74;21.0
Sun;15;5;2016;03:15;39.86;23.99;1.72;25.5;10.0;125.92;18.0;67.87;30.0;21.0;7.0;14.0;15.42;45.0;47.33;7.19;28.07;40.0;6.0;15.72;21.0
Sun;15;5;2016;03:30;40.46;24.65;1.63;25.7;10.0;126.86;18.0;67.95;31.0;20.0;6.0;14.0;15.28;45.0;47.33;8.56;30.47;39.0;5.0;15.75;21.0
Sun;15;5;2016;03:45;39.47;24.72;1.69;25.3;11.0;126.17;18.0;66.16;31.0;21.0;6.0;13.5;17.33;46.0;47.0;7.24;28.06;40.0;6.0;15.75;21.25
Sun;15;5;2016;04:00;40.44;24.96;1.66;25.7;10.0;125.69;18.0;66.36;31.0;21.0;7.0;14.0;15.23;45.0;48.0;8.47;28.84;40.0;6.0;15.7;21.25
Sun;15;5;2016;04:15;40.21;24.65;1.65;25.5;9.0;125.96;18.0;67.34;30.0;20.0;6.0;14.0;15.39;45.0;47.0;7.37;30.58;40.0;5.0;15.74;21.25
Sun;15;5;2016;04:30;39.39;23.67;1.7;25.5;11.0;124.13;18.0;67.37;30.0;20.0;7.0;14.0;15.6;46.0;48.0;7.86;28.91;40.0;5.0;15.69;21.25
Sun;15;5;2016;04:45;39.88;25.02;1.62;25.3;10.0;125.38;18.0;67.1;32.0;21.0;5.0;14.0;15.14;45.0;47.0;8.13;28.91;40.0;6.0;15.75;21.0
Sun;15;5;2016;05:00;40.48;25.42;1.72;25.5;11.0;126.33;18.0;66.22;30.0;21.0;7.0;14.0;15.6;45.0;48.0;8.14;30.07;43.0;6.0;15.73;21.0
Sun;15;5;2016;05:15;38.92;22.97;1.59;25.5;11.0;126.01;18.0;67.18;30.0;21.0;6.0;17.0;15.04;46.0;47.0;8.21;30.0;40.0;5.0;15.73;21.0
Sun;15;5;2016;05:30;40.07;25.0;1.75;25.5;10.0;125.73;19.0;67.45;31.0;20.0;6.0;16.0;15.02;46.0;47.0;8.23;28.7;39.0;5.0;15.75;22.0
Sun;15;5;2016;05:45;40.46;25.63;1.59;25.5;9.0;125.78;18.0;67.3;31.0;20.0;7.0;15.0;15.68;45.0;48.0;7.72;28.7;40.0;5.0;15.74;21.0
Sun;15;5;2016;06:00;39.52;24.41;1.75;25.5;11.0;126.39;18.0;67.44;30.0;21.0;6.0;16.0;14.86;45.0;47.0;8.18;28.72;41.0;5.0;15.7;21.0
Sun;15;5;2016;06:15;40.61;24.2;1.6;25.5;10.0;125.42;18.0;67.68;30.0;20.5;7.0;15.0;14.89;46.0;47.0;7.29;28.59;40.0;6.0;15.86;21.0
Sun;15;5;2016;06:30;39.74;25.39;1.75;25.5;9.0;125.3;18.0;67.05;31.0;20.5;5.0;13.5;15.3;45.0;48.0;8.55;28.31;40.0;4.0;15.74;21.0
