weekday;day;month;year;time;EA+ GERAL PTM (KWh);EA+ AVAC IT PTM (KWh);EA+ IT PTM (KWh)
Wed;11;5;2016;13:15;6.0;1.67;2.54
Wed;11;5;2016;13:30;5.0;1.47;2.47
Wed;11;5;2016;13:45;6.0;1.64;2.39
Wed;11;5;2016;14:00;5.0;1.29;2.4
Wed;11;5;2016;14:15;6.0;1.93;2.4
Wed;11;5;2016;14:30;5.0;1.32;2.39
Wed;11;5;2016;14:45;6.0;1.89;2.42
Wed;11;5;2016;15:00;6.0;1.89;2.39
Wed;11;5;2016;15:15;5.0;1.88;2.4
Wed;11;5;2016;15:30;6.0;1.88;2.4
Wed;11;5;2016;15:45;6.0;1.88;2.4
Wed;11;5;2016;16:00;5.0;1.88;2.35
Wed;11;5;2016;16:15;7.0;1.88;2.36
Wed;11;5;2016;16:30;7.0;1.88;2.38
Wed;11;5;2016;16:45;7.0;1.88;2.44
Wed;11;5;2016;17:00;7.0;1.89;2.41
Wed;11;5;2016;17:15;7.0;2.67;2.42
Wed;11;5;2016;17:30;8.0;1.93;2.41
Wed;11;5;2016;17:45;8.0;2.5;2.41
Wed;11;5;2016;18:00;7.0;2.24;2.39
Wed;11;5;2016;18:15;6.0;2.39;2.36
Wed;11;5;2016;18:30;6.0;1.92;2.5
Wed;11;5;2016;18:45;5.0;1.93;2.53
Wed;11;5;2016;19:00;6.0;1.93;2.51
Wed;11;5;2016;19:15;5.0;1.93;2.35
Wed;11;5;2016;19:30;6.0;1.92;2.36
Wed;11;5;2016;19:45;6.0;2.37;2.37
Wed;11;5;2016;20:00;5.0;1.88;2.36
Wed;11;5;2016;20:15;5.0;1.88;2.37
Wed;11;5;2016;20:30;6.0;2.45;2.37
Wed;11;5;2016;20:45;6.0;1.92;2.32
Wed;11;5;2016;21:00;6.0;1.92;2.31
Wed;11;5;2016;21:15;5.0;1.93;2.32
Wed;11;5;2016;21:30;6.0;1.92;2.32
Wed;11;5;2016;21:45;6.0;1.93;2.32
Wed;11;5;2016;22:00;5.0;1.92;2.31
Wed;11;5;2016;22:15;6.0;1.92;2.32
Wed;11;5;2016;22:30;5.0;1.92;2.32
Wed;11;5;2016;22:45;6.0;1.92;2.32
Wed;11;5;2016;23:00;6.0;1.92;2.32
Wed;11;5;2016;23:15;5.0;1.92;2.31
Wed;11;5;2016;23:30;2.0;0.66;0.8
Wed;11;5;2016;23:45;0.0;0.02;0.02
Thu;12;5;2016;00:00;0.0;0.01;0.02
Thu;12;5;2016;00:15;0.0;0.02;0.02
Thu;12;5;2016;00:30;0.0;0.02;0.02
Thu;12;5;2016;00:45;0.0;0.02;0.02
Thu;12;5;2016;01:00;0.0;0.02;0.02
Thu;12;5;2016;01:15;42.0;13.83;17.62
Thu;12;5;2016;01:30;6.0;1.58;2.32
Thu;12;5;2016;01:45;5.0;1.88;2.31
Thu;12;5;2016;02:00;5.0;1.44;2.32
Thu;12;5;2016;02:15;6.0;1.58;2.31
Thu;12;5;2016;02:30;5.0;1.34;2.32
Thu;12;5;2016;02:45;5.0;1.55;2.32
Thu;12;5;2016;03:00;5.0;1.51;2.36
Thu;12;5;2016;03:15;5.0;1.57;2.32
Thu;12;5;2016;03:30;6.0;1.61;2.32
Thu;12;5;2016;03:45;5.0;1.61;2.31
Thu;12;5;2016;04:00;5.0;1.3;2.32
Thu;12;5;2016;04:15;5.0;1.12;2.31
Thu;12;5;2016;04:30;5.0;1.53;2.32
Thu;12;5;2016;04:45;5.0;1.33;2.32
Thu;12;5;2016;05:00;5.0;1.44;2.32
Thu;12;5;2016;05:15;5.0;1.44;2.32
Thu;12;5;2016;05:30;5.0;1.44;2.32
Thu;12;5;2016;05:45;5.0;1.44;2.32
Thu;12;5;2016;06:00;5.0;1.44;2.32
Thu;12;5;2016;06:15;5.0;1.27;2.31
Thu;12;5;2016;06:30;5.0;1.47;2.31
Thu;12;5;2016;06:45;5.0;1.14;2.32
Thu;12;5;2016;07:00;5.0;1.3;2.31
Thu;12;5;2016;07:15;4.0;1.36;2.32
Thu;12;5;2016;07:30;6.0;1.61;2.33
Thu;12;5;2016;07:45;4.0;1.1;2.32
Thu;12;5;2016;08:00;5.0;1.24;2.33
Thu;12;5;2016;08:15;5.0;1.2;2.32
Thu;12;5;2016;08:30;4.0;1.27;2.31
Thu;12;5;2016;08:45;5.0;1.46;2.32
Thu;12;5;2016;09:00;5.0;1.31;2.32
Thu;12;5;2016;09:15;6.0;1.45;2.33
Thu;12;5;2016;09:30;4.0;1.18;2.34
Thu;12;5;2016;09:45;5.0;1.16;2.32
Thu;12;5;2016;10:00;6.0;1.44;2.33
Thu;12;5;2016;10:15;5.0;1.4;2.33
Thu;12;5;2016;10:30;5.0;1.5;2.33
Thu;12;5;2016;10:45;5.0;1.38;2.33
Thu;12;5;2016;11:00;5.0;1.32;2.33
Thu;12;5;2016;11:15;5.0;1.4;2.33
Thu;12;5;2016;11:30;6.0;1.6;2.32
Thu;12;5;2016;11:45;5.0;1.56;2.32
Thu;12;5;2016;12:00;5.0;1.43;2.33
Thu;12;5;2016;12:15;6.0;1.87;2.33
Thu;12;5;2016;12:30;6.0;1.87;2.33
Thu;12;5;2016;12:45;6.0;1.78;2.33
Thu;12;5;2016;13:00;5.0;1.56;2.32
Thu;12;5;2016;13:15;5.0;1.67;2.34
Thu;12;5;2016;13:30;6.0;2.17;2.32
Thu;12;5;2016;13:45;5.0;1.93;2.32
Thu;12;5;2016;14:00;6.0;1.93;2.32
Thu;12;5;2016;14:15;5.0;1.93;2.33
Thu;12;5;2016;14:30;6.0;1.93;2.34
Thu;12;5;2016;14:45;6.0;1.93;2.44
Thu;12;5;2016;15:00;8.0;2.56;2.48
Thu;12;5;2016;15:15;7.0;2.63;2.47
Thu;12;5;2016;15:30;7.0;1.99;2.33
Thu;12;5;2016;15:45;7.0;2.51;2.32
Thu;12;5;2016;16:00;7.0;2.26;2.31
Thu;12;5;2016;16:15;8.0;2.84;2.37
Thu;12;5;2016;16:30;7.0;1.97;2.46
Thu;12;5;2016;16:45;8.0;2.78;2.48
Thu;12;5;2016;17:00;8.0;2.84;2.41
Thu;12;5;2016;17:15;8.0;2.32;2.35
Thu;12;5;2016;17:30;8.0;2.94;2.34
Thu;12;5;2016;17:45;8.0;2.67;2.33
Thu;12;5;2016;18:00;5.0;2.14;2.33
Thu;12;5;2016;18:15;8.0;2.5;2.33
Thu;12;5;2016;18:30;7.0;2.5;2.33
Thu;12;5;2016;18:45;8.0;3.1;2.41
Thu;12;5;2016;19:00;7.0;2.22;2.46
Thu;12;5;2016;19:15;6.0;2.48;2.33
Thu;12;5;2016;19:30;6.0;1.95;2.33
Thu;12;5;2016;19:45;6.0;2.57;2.34
Thu;12;5;2016;20:00;5.0;1.92;2.33
Thu;12;5;2016;20:15;6.0;1.95;2.34
Thu;12;5;2016;20:30;6.0;2.46;2.33
Thu;12;5;2016;20:45;6.0;2.33;2.34
Thu;12;5;2016;21:00;6.0;2.03;2.33
Thu;12;5;2016;21:15;5.0;1.93;2.34
Thu;12;5;2016;21:30;6.0;2.28;2.33
Thu;12;5;2016;21:45;6.0;1.95;2.33
Thu;12;5;2016;22:00;6.0;2.39;2.33
Thu;12;5;2016;22:15;6.0;1.93;2.33
Thu;12;5;2016;22:30;5.0;1.93;2.34
Thu;12;5;2016;22:45;6.0;1.94;2.33
Thu;12;5;2016;23:00;6.0;1.93;2.33
Thu;12;5;2016;23:15;5.0;1.93;2.34
Thu;12;5;2016;23:30;6.0;1.92;2.34
Thu;12;5;2016;23:45;6.0;1.93;2.33
Fri;13;5;2016;00:00;5.0;1.93;2.32
Fri;13;5;2016;00:15;6.0;1.93;2.34
Fri;13;5;2016;00:30;6.0;1.93;2.33
Fri;13;5;2016;00:45;5.0;1.94;2.33
Fri;13;5;2016;01:00;6.0;1.93;2.33
Fri;13;5;2016;01:15;6.0;1.94;2.33
Fri;13;5;2016;01:30;5.0;1.94;2.33
Fri;13;5;2016;01:45;6.0;1.94;2.33
Fri;13;5;2016;02:00;6.0;1.94;2.33
Fri;13;5;2016;02:15;5.0;1.94;2.33
Fri;13;5;2016;02:30;6.0;1.94;2.32
Fri;13;5;2016;02:45;5.0;1.47;2.33
Fri;13;5;2016;03:00;6.0;1.9;2.33
Fri;13;5;2016;03:15;5.0;1.9;2.33
Fri;13;5;2016;03:30;6.0;1.89;2.33
Fri;13;5;2016;03:45;5.0;1.77;2.33
Fri;13;5;2016;04:00;5.0;1.18;2.33
Fri;13;5;2016;04:15;6.0;1.69;2.32
Fri;13;5;2016;04:30;5.0;1.62;2.33
Fri;13;5;2016;04:45;6.0;1.9;2.33
Fri;13;5;2016;05:00;4.0;1.21;2.33
Fri;13;5;2016;05:15;6.0;1.79;2.33
Fri;13;5;2016;05:30;5.0;1.33;2.33
Fri;13;5;2016;05:45;5.0;1.36;2.33
Fri;13;5;2016;06:00;5.0;1.74;2.34
Fri;13;5;2016;06:15;5.0;1.1;2.33
Fri;13;5;2016;06:30;5.0;1.9;2.33
Fri;13;5;2016;06:45;5.0;0.96;2.33
Fri;13;5;2016;07:00;5.0;1.93;2.34
Fri;13;5;2016;07:15;5.0;1.14;2.33
Fri;13;5;2016;07:30;5.0;1.37;2.33
Fri;13;5;2016;07:45;5.0;1.57;2.34
Fri;13;5;2016;08:00;5.0;1.18;2.34
Fri;13;5;2016;08:15;5.0;1.58;2.34
Fri;13;5;2016;08:30;5.0;1.4;2.33
Fri;13;5;2016;08:45;4.0;1.26;2.34
Fri;13;5;2016;09:00;6.0;1.46;2.34
Fri;13;5;2016;09:15;5.0;1.37;2.34
Fri;13;5;2016;09:30;5.0;1.2;2.35
Fri;13;5;2016;09:45;5.0;1.55;2.36
Fri;13;5;2016;10:00;5.0;1.43;2.36
Fri;13;5;2016;10:15;5.0;1.26;2.36
Fri;13;5;2016;10:30;6.0;1.52;2.51
Fri;13;5;2016;10:45;5.0;1.56;2.5
Fri;13;5;2016;11:00;5.0;1.17;2.47
Fri;13;5;2016;11:15;6.0;1.9;2.36
Fri;13;5;2016;11:30;5.0;1.17;2.36
Fri;13;5;2016;11:45;5.0;1.68;2.37
Fri;13;5;2016;12:00;6.0;1.59;2.36
Fri;13;5;2016;12:15;5.0;1.89;2.37
Fri;13;5;2016;12:30;6.0;1.7;2.38
Fri;13;5;2016;12:45;5.0;1.3;2.51
Fri;13;5;2016;13:00;6.0;1.93;2.5
Fri;13;5;2016;13:15;6.0;1.4;2.41
Fri;13;5;2016;13:30;5.0;1.9;2.35
Fri;13;5;2016;13:45;6.0;1.9;2.36
Fri;13;5;2016;14:00;6.0;1.89;2.35
Fri;13;5;2016;14:15;5.0;1.9;2.36
Fri;13;5;2016;14:30;6.0;1.89;2.36
Fri;13;5;2016;14:45;6.0;1.89;2.36
Fri;13;5;2016;15:00;6.0;1.89;2.35
Fri;13;5;2016;15:15;5.0;1.89;2.37
Fri;13;5;2016;15:30;6.0;1.9;2.35
Fri;13;5;2016;15:45;6.0;1.9;2.36
Fri;13;5;2016;16:00;6.0;1.9;2.36
Fri;13;5;2016;16:15;6.0;1.89;2.37
Fri;13;5;2016;16:30;5.0;1.89;2.36
Fri;13;5;2016;16:45;7.0;2.45;2.37
Fri;13;5;2016;17:00;5.0;1.94;2.36
Fri;13;5;2016;17:15;6.0;2.23;2.36
Fri;13;5;2016;17:30;6.0;2.2;2.36
Fri;13;5;2016;17:45;7.0;2.52;2.36
Fri;13;5;2016;18:00;5.0;1.94;2.35
Fri;13;5;2016;18:15;7.0;2.76;2.35
Fri;13;5;2016;18:30;5.0;2.07;2.34
Fri;13;5;2016;18:45;6.0;2.38;2.35
Fri;13;5;2016;19:00;6.0;2.23;2.34
Fri;13;5;2016;19:15;6.0;2.34;2.32
Fri;13;5;2016;19:30;6.0;2.54;2.33
Fri;13;5;2016;19:45;5.0;1.93;2.32
Fri;13;5;2016;20:00;6.0;2.47;2.33
Fri;13;5;2016;20:15;6.0;2.64;2.33
Fri;13;5;2016;20:30;6.0;1.93;2.33
Fri;13;5;2016;20:45;6.0;2.51;2.32
Fri;13;5;2016;21:00;6.0;1.89;2.33
Fri;13;5;2016;21:15;6.0;2.62;2.33
Fri;13;5;2016;21:30;6.0;1.94;2.33
Fri;13;5;2016;21:45;6.0;2.06;2.32
Fri;13;5;2016;22:00;5.0;2.25;2.33
Fri;13;5;2016;22:15;6.0;2.08;2.33
Fri;13;5;2016;22:30;6.0;2.27;2.33
Fri;13;5;2016;22:45;6.0;1.94;2.33
Fri;13;5;2016;23:00;6.0;1.94;2.32
Fri;13;5;2016;23:15;5.0;1.94;2.33
Fri;13;5;2016;23:30;6.0;2.19;2.33
Fri;13;5;2016;23:45;6.0;1.9;2.33
Sat;14;5;2016;00:00;5.0;1.83;2.32
Sat;14;5;2016;00:15;6.0;1.93;2.34
Sat;14;5;2016;00:30;6.0;1.91;2.33
Sat;14;5;2016;00:45;5.0;1.91;2.32
Sat;14;5;2016;01:00;6.0;1.75;2.34
Sat;14;5;2016;01:15;5.0;1.9;2.32
Sat;14;5;2016;01:30;6.0;1.88;2.33
Sat;14;5;2016;01:45;5.0;1.49;2.33
Sat;14;5;2016;02:00;6.0;1.87;2.32
Sat;14;5;2016;02:15;5.0;1.71;2.32
Sat;14;5;2016;02:30;5.0;1.53;2.33
Sat;14;5;2016;02:45;6.0;1.95;2.32
Sat;14;5;2016;03:00;5.0;1.53;2.33
Sat;14;5;2016;03:15;5.0;1.52;2.32
Sat;14;5;2016;03:30;6.0;1.47;2.33
Sat;14;5;2016;03:45;5.0;1.4;2.32
Sat;14;5;2016;04:00;5.0;1.36;2.33
Sat;14;5;2016;04:15;5.0;1.82;2.32
Sat;14;5;2016;04:30;5.0;1.37;2.33
Sat;14;5;2016;04:45;5.0;1.41;2.32
Sat;14;5;2016;05:00;5.0;1.27;2.32
Sat;14;5;2016;05:15;6.0;1.48;2.32
Sat;14;5;2016;05:30;5.0;1.32;2.33
Sat;14;5;2016;05:45;5.0;1.47;2.33
Sat;14;5;2016;06:00;5.0;1.31;2.32
Sat;14;5;2016;06:15;4.0;1.3;2.32
Sat;14;5;2016;06:30;5.0;1.41;2.33
Sat;14;5;2016;06:45;5.0;1.26;2.33
Sat;14;5;2016;07:00;5.0;1.23;2.33
Sat;14;5;2016;07:15;5.0;1.27;2.32
Sat;14;5;2016;07:30;4.0;1.18;2.33
Sat;14;5;2016;07:45;5.0;1.41;2.32
Sat;14;5;2016;08:00;5.0;1.24;2.33
Sat;14;5;2016;08:15;5.0;1.17;2.33
Sat;14;5;2016;08:30;4.0;1.31;2.33
Sat;14;5;2016;08:45;5.0;1.42;2.33
Sat;14;5;2016;09:00;5.0;1.25;2.32
Sat;14;5;2016;09:15;5.0;1.2;2.32
Sat;14;5;2016;09:30;5.0;1.15;2.33
Sat;14;5;2016;09:45;4.0;1.23;2.32
Sat;14;5;2016;10:00;5.0;1.2;2.33
Sat;14;5;2016;10:15;5.0;1.32;2.33
Sat;14;5;2016;10:30;5.0;1.36;2.32
Sat;14;5;2016;10:45;5.0;1.49;2.33
Sat;14;5;2016;11:00;5.0;1.57;2.32
Sat;14;5;2016;11:15;4.0;1.15;2.32
Sat;14;5;2016;11:30;6.0;1.62;2.33
Sat;14;5;2016;11:45;5.0;1.61;2.33
Sat;14;5;2016;12:00;5.0;1.4;2.33
Sat;14;5;2016;12:15;5.0;1.88;2.33
Sat;14;5;2016;12:30;5.0;1.75;2.32
Sat;14;5;2016;12:45;5.0;1.53;2.32
Sat;14;5;2016;13:00;6.0;1.93;2.33
Sat;14;5;2016;13:15;5.0;1.66;2.32
Sat;14;5;2016;13:30;6.0;2.07;2.34
Sat;14;5;2016;13:45;5.0;1.91;2.32
Sat;14;5;2016;14:00;5.0;1.9;2.33
Sat;14;5;2016;14:15;6.0;1.89;2.33
Sat;14;5;2016;14:30;5.0;1.9;2.32
Sat;14;5;2016;14:45;6.0;1.9;2.33
Sat;14;5;2016;15:00;5.0;1.9;2.32
Sat;14;5;2016;15:15;6.0;1.9;2.33
Sat;14;5;2016;15:30;5.0;1.89;2.32
Sat;14;5;2016;15:45;5.0;1.9;2.33
Sat;14;5;2016;16:00;6.0;1.9;2.32
Sat;14;5;2016;16:15;6.0;2.37;2.33
Sat;14;5;2016;16:30;5.0;1.95;2.32
Sat;14;5;2016;16:45;6.0;1.95;2.33
Sat;14;5;2016;17:00;5.0;2.29;2.32
Sat;14;5;2016;17:15;6.0;2.22;2.32
Sat;14;5;2016;17:30;6.0;2.41;2.32
Sat;14;5;2016;17:45;6.0;1.94;2.33
Sat;14;5;2016;18:00;6.0;2.5;2.32
Sat;14;5;2016;18:15;6.0;2.44;2.31
Sat;14;5;2016;18:30;5.0;2.17;2.33
Sat;14;5;2016;18:45;6.0;2.19;2.32
Sat;14;5;2016;19:00;6.0;2.36;2.32
Sat;14;5;2016;19:15;6.0;2.58;2.32
Sat;14;5;2016;19:30;5.0;1.94;2.33
Sat;14;5;2016;19:45;7.0;2.78;2.33
Sat;14;5;2016;20:00;6.0;2.37;2.32
Sat;14;5;2016;20:15;5.0;2.08;2.33
Sat;14;5;2016;20:30;6.0;2.24;2.33
Sat;14;5;2016;20:45;6.0;2.34;2.33
Sat;14;5;2016;21:00;6.0;2.64;2.33
Sat;14;5;2016;21:15;6.0;1.94;2.33
Sat;14;5;2016;21:30;6.0;2.21;2.33
Sat;14;5;2016;21:45;6.0;2.18;2.33
Sat;14;5;2016;22:00;6.0;2.5;2.33
Sat;14;5;2016;22:15;6.0;1.93;2.33
Sat;14;5;2016;22:30;5.0;1.94;2.33
Sat;14;5;2016;22:45;7.0;2.42;2.33
Sat;14;5;2016;23:00;5.0;1.9;2.32
Sat;14;5;2016;23:15;6.0;2.34;2.33
Sat;14;5;2016;23:30;6.0;1.93;2.33
Sat;14;5;2016;23:45;5.6;1.94;2.33
Sun;15;5;2016;00:00;5.6;1.94;2.33
Sun;15;5;2016;00:15;5.6;1.94;2.33
Sun;15;5;2016;00:30;5.6;1.94;2.33
Sun;15;5;2016;00:45;5.6;1.94;2.33
Sun;15;5;2016;01:00;6.0;1.93;2.32
Sun;15;5;2016;01:15;5.0;1.94;2.32
Sun;15;5;2016;01:30;6.0;1.94;2.33
Sun;15;5;2016;01:45;6.0;1.94;2.32
Sun;15;5;2016;02:00;5.0;1.94;2.32
Sun;15;5;2016;02:15;6.0;1.93;2.32
Sun;15;5;2016;02:30;6.0;1.93;2.33
Sun;15;5;2016;02:45;5.0;1.93;2.32
Sun;15;5;2016;03:00;6.0;1.93;2.32
Sun;15;5;2016;03:15;6.0;1.93;2.33
Sun;15;5;2016;03:30;5.0;1.94;2.33
Sun;15;5;2016;03:45;6.0;1.94;2.32
Sun;15;5;2016;04:00;6.0;1.93;2.32
Sun;15;5;2016;04:15;5.0;1.94;2.33
Sun;15;5;2016;04:30;5.0;1.49;2.32
Sun;15;5;2016;04:45;6.0;1.9;2.32
Sun;15;5;2016;05:00;6.0;1.9;2.32
Sun;15;5;2016;05:15;5.0;1.7;2.32
Sun;15;5;2016;05:30;5.0;1.2;2.32
Sun;15;5;2016;05:45;5.0;1.55;2.33
Sun;15;5;2016;06:00;5.0;1.78;2.31
Sun;15;5;2016;06:15;6.0;1.7;2.32
Sun;15;5;2016;06:30;4.0;1.34;2.32
Sun;15;5;2016;06:45;5.0;1.18;2.32
Sun;15;5;2016;07:00;6.0;1.9;2.33
Sun;15;5;2016;07:15;4.0;1.12;2.33
Sun;15;5;2016;07:30;5.0;1.47;2.33
Sun;15;5;2016;07:45;5.0;1.74;2.32
Sun;15;5;2016;08:00;5.0;1.13;2.32
Sun;15;5;2016;08:15;5.0;1.57;2.32
Sun;15;5;2016;08:30;5.0;1.55;2.32
Sun;15;5;2016;08:45;5.0;1.15;2.33
Sun;15;5;2016;09:00;5.0;1.46;2.32
Sun;15;5;2016;09:15;5.0;1.53;2.33
Sun;15;5;2016;09:30;5.0;1.67;2.32
Sun;15;5;2016;09:45;5.0;1.15;2.33
Sun;15;5;2016;10:00;5.0;1.32;2.33
Sun;15;5;2016;10:15;5.0;1.76;2.32
Sun;15;5;2016;10:30;5.0;1.44;2.33
Sun;15;5;2016;10:45;5.0;1.22;2.32
Sun;15;5;2016;11:00;5.0;1.93;2.33
Sun;15;5;2016;11:15;5.0;1.31;2.32
Sun;15;5;2016;11:30;5.0;1.9;2.32
Sun;15;5;2016;11:45;6.0;1.91;2.33
Sun;15;5;2016;12:00;4.0;1.28;2.31
Sun;15;5;2016;12:15;6.0;1.91;2.33
Sun;15;5;2016;12:30;5.0;1.52;2.33
Sun;15;5;2016;12:45;5.0;1.92;2.33
Sun;15;5;2016;13:00;6.0;1.91;2.32
Sun;15;5;2016;13:15;5.0;1.91;2.34
Sun;15;5;2016;13:30;6.0;1.91;2.32
Sun;15;5;2016;13:45;5.0;1.91;2.32
Sun;15;5;2016;14:00;6.0;1.92;2.33
Sun;15;5;2016;14:15;5.0;1.92;2.32
Sun;15;5;2016;14:30;5.0;1.91;2.34
Sun;15;5;2016;14:45;6.0;2.35;2.32
Sun;15;5;2016;15:00;6.0;2.08;2.33
Sun;15;5;2016;15:15;5.0;1.96;2.32
Sun;15;5;2016;15:30;7.0;2.65;2.33
Sun;15;5;2016;15:45;6.0;2.54;2.32
Sun;15;5;2016;16:00;5.0;2.21;2.33
Sun;15;5;2016;16:15;7.0;2.94;2.32
Sun;15;5;2016;16:30;6.0;2.56;2.33
Sun;15;5;2016;16:45;6.0;2.49;2.32
Sun;15;5;2016;17:00;6.0;2.85;2.32
Sun;15;5;2016;17:15;6.0;2.58;2.33
Sun;15;5;2016;17:30;7.0;3.18;2.32
Sun;15;5;2016;17:45;6.0;2.28;2.33
Sun;15;5;2016;18:00;7.0;3.18;2.32
Sun;15;5;2016;18:15;6.0;2.61;2.32
Sun;15;5;2016;18:30;7.0;3.17;2.32
Sun;15;5;2016;18:45;6.0;2.94;2.34
Sun;15;5;2016;19:00;6.0;2.48;2.32
Sun;15;5;2016;19:15;7.0;3.17;2.33
Sun;15;5;2016;19:30;6.0;2.66;2.33
Sun;15;5;2016;19:45;7.0;3.15;2.33
Sun;15;5;2016;20:00;5.0;2.32;2.32
Sun;15;5;2016;20:15;7.0;2.98;2.32
Sun;15;5;2016;20:30;6.0;2.83;2.33
Sun;15;5;2016;20:45;7.0;2.75;2.33
Sun;15;5;2016;21:00;6.0;2.43;2.33
Sun;15;5;2016;21:15;7.0;3.14;2.33
Sun;15;5;2016;21:30;6.0;2.52;2.33
Sun;15;5;2016;21:45;6.0;2.43;2.33
Sun;15;5;2016;22:00;6.0;2.5;2.32
Sun;15;5;2016;22:15;7.0;2.76;2.33
Sun;15;5;2016;22:30;6.0;2.41;2.32
Sun;15;5;2016;22:45;6.0;2.54;2.33
Sun;15;5;2016;23:00;7.0;2.7;2.32
Sun;15;5;2016;23:15;5.0;2.07;2.33
Sun;15;5;2016;23:30;7.0;2.76;2.33
Sun;15;5;2016;23:45;6.0;2.35;2.32
Mon;16;5;2016;00:00;6.0;2.6;2.32
Mon;16;5;2016;00:15;6.0;1.94;2.33
Mon;16;5;2016;00:30;6.0;2.31;2.32
Mon;16;5;2016;00:45;6.0;2.18;2.32
Mon;16;5;2016;01:00;6.0;2.64;2.32
Mon;16;5;2016;01:15;6.0;1.94;2.33
Mon;16;5;2016;01:30;6.0;2.1;2.32
Mon;16;5;2016;01:45;6.0;2.27;2.32
Mon;16;5;2016;02:00;6.0;2.46;2.37
Mon;16;5;2016;02:15;6.0;1.94;2.32
Mon;16;5;2016;02:30;5.0;1.94;2.33
Mon;16;5;2016;02:45;6.0;2.18;2.32
Mon;16;5;2016;03:00;6.0;2.21;2.32
Mon;16;5;2016;03:15;6.0;1.89;2.32
Mon;16;5;2016;03:30;6.0;2.22;2.33
Mon;16;5;2016;03:45;5.0;1.94;2.32
Mon;16;5;2016;04:00;6.0;1.94;2.33
Mon;16;5;2016;04:15;6.0;1.94;2.32
Mon;16;5;2016;04:30;5.0;1.94;2.32
Mon;16;5;2016;04:45;6.0;1.94;2.33
Mon;16;5;2016;05:00;6.0;1.94;2.32
Mon;16;5;2016;05:15;5.0;1.93;2.32
Mon;16;5;2016;05:30;6.0;1.94;2.33
Mon;16;5;2016;05:45;5.0;1.94;2.31
Mon;16;5;2016;06:00;6.0;1.94;2.31
Mon;16;5;2016;06:15;5.0;1.94;2.32
Mon;16;5;2016;06:30;6.0;1.94;2.32
Mon;16;5;2016;06:45;5.0;1.94;2.33
Mon;16;5;2016;07:00;6.0;1.93;2.32
Mon;16;5;2016;07:15;5.0;1.93;2.32
Mon;16;5;2016;07:30;6.0;1.93;2.32
Mon;16;5;2016;07:45;5.0;1.93;2.33
Mon;16;5;2016;08:00;6.0;1.93;2.32
Mon;16;5;2016;08:15;5.0;1.94;2.32
Mon;16;5;2016;08:30;5.0;1.94;2.33
Mon;16;5;2016;08:45;5.0;1.36;2.33
Mon;16;5;2016;09:00;7.0;1.91;2.58
Mon;16;5;2016;09:15;6.0;1.91;2.62
Mon;16;5;2016;09:30;6.0;1.9;2.48
Mon;16;5;2016;09:45;6.0;1.91;2.38
Mon;16;5;2016;10:00;6.0;1.91;2.38
Mon;16;5;2016;10:15;6.0;1.91;2.38
Mon;16;5;2016;10:30;5.0;1.91;2.37
Mon;16;5;2016;10:45;6.0;1.91;2.36
Mon;16;5;2016;11:00;6.0;1.91;2.36
Mon;16;5;2016;11:15;5.0;1.91;2.42
Mon;16;5;2016;11:30;6.0;1.92;2.43
Mon;16;5;2016;11:45;6.0;1.92;2.42
Mon;16;5;2016;12:00;5.0;1.92;2.42
Mon;16;5;2016;12:15;6.0;1.92;2.43
Mon;16;5;2016;12:30;6.0;1.92;2.42
Mon;16;5;2016;12:45;5.0;1.93;2.4
Mon;16;5;2016;13:00;7.0;2.45;2.4
Mon;16;5;2016;13:15;8.0;2.68;2.55
Mon;16;5;2016;13:30;8.0;3.16;2.55
Mon;16;5;2016;13:45;8.0;2.51;2.51
Mon;16;5;2016;14:00;9.0;3.2;2.4
Mon;16;5;2016;14:15;8.0;3.2;2.41
Mon;16;5;2016;14:30;6.0;2.54;2.54
Mon;16;5;2016;14:45;7.0;2.75;2.55
Mon;16;5;2016;15:00;7.0;3.02;2.52
Mon;16;5;2016;15:15;7.0;2.84;2.4
Mon;16;5;2016;15:30;7.0;3.2;2.41
Mon;16;5;2016;15:45;6.0;2.69;2.4
Mon;16;5;2016;16:00;7.0;2.99;2.42
Mon;16;5;2016;16:15;7.0;3.2;2.42
Mon;16;5;2016;16:30;7.0;3.19;2.41
Mon;16;5;2016;16:45;7.0;3.19;2.41
Mon;16;5;2016;17:00;7.0;3.19;2.41
Mon;16;5;2016;17:15;8.0;3.2;2.41
Mon;16;5;2016;17:30;7.0;3.19;2.4
Mon;16;5;2016;17:45;7.0;3.19;2.41
Mon;16;5;2016;18:00;7.0;3.2;2.4
Mon;16;5;2016;18:15;7.0;3.19;2.39
Mon;16;5;2016;18:30;6.0;3.19;2.42
Mon;16;5;2016;18:45;8.0;3.19;2.55
Mon;16;5;2016;19:00;8.0;3.18;2.55
Mon;16;5;2016;19:15;8.0;3.18;2.47
Mon;16;5;2016;19:30;8.0;3.24;2.39
Mon;16;5;2016;19:45;7.0;3.35;2.39
Mon;16;5;2016;20:00;8.0;3.67;2.38
Mon;16;5;2016;20:15;7.0;3.67;2.35
Mon;16;5;2016;20:30;7.0;3.67;2.35
Mon;16;5;2016;20:45;8.0;3.66;2.35
Mon;16;5;2016;21:00;7.0;3.66;2.35
Mon;16;5;2016;21:15;8.0;3.95;2.35
Mon;16;5;2016;21:30;7.0;3.7;2.34
Mon;16;5;2016;21:45;7.0;3.7;2.34
Mon;16;5;2016;22:00;8.0;3.69;2.34
