weekday;day;month;year;time;EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Tue;2;1;2018;18:15;9,7;14,4;10,44;37,45;2,19;4,13;3,29;20,32;2,5;3,95;13,34;4,53;0,0;2,9;11,66;3,33
Tue;2;1;2018;18:30;8,7;12,3;10,07;38,13;3,04;5,84;3,31;20,34;3,14;1,3;15,18;4,54;0,0;2,9;11,65;10,1
Tue;2;1;2018;18:45;12,4;12,4;10,12;38,28;1,55;7,08;3,17;20,34;2,02;3,12;9,85;4,44;0,07;2,9;10,26;5,04
Tue;2;1;2018;19:00;8,6;12,7;10,49;36,34;3,14;6,09;3,29;20,57;1,96;3,16;14,53;4,38;0,02;2,9;10,21;3,53
Tue;2;1;2018;19:15;10,8;12,4;10,39;36,28;1,61;6,02;3,35;20,55;1,96;3,2;12,69;4,37;0,0;2,9;10,56;6,95
Tue;2;1;2018;19:30;8,1;14,7;9,99;38,15;3,1;6,63;3,34;20,16;1,96;3,22;11,91;4,36;0,0;2,9;12,46;4,85
Tue;2;1;2018;19:45;13,3;12,1;10,35;37,05;1,68;5,35;3,35;20,09;1,96;3,27;13,28;4,41;0,0;3,0;11,67;4,09
Tue;2;1;2018;20:00;8,0;12,5;10,43;35,46;3,15;6,65;3,32;19,86;2,76;3,47;14,43;4,51;0,0;4,0;11,61;8,86
Tue;2;1;2018;20:15;11,8;12,9;10,09;37,85;1,56;4,47;3,36;20,62;2,59;3,47;11,01;4,37;0,0;2,7;11,53;3,83
Tue;2;1;2018;20:30;6,4;12,7;10,12;38,84;3,14;9,03;3,32;19,88;1,96;3,47;12,84;4,48;0,0;2,9;10,23;5,43
Tue;2;1;2018;20:45;11,9;14,6;10,68;36,32;1,67;3,72;3,37;18,49;1,96;3,47;14,38;4,44;0,0;3,2;10,26;3,8
Tue;2;1;2018;21:00;8,7;12,4;10,09;35,56;3,15;7,06;3,35;19,14;1,96;3,47;14,25;4,02;0,0;3,1;10,3;5,13
Tue;2;1;2018;21:15;12,3;11,9;10,11;37,68;1,66;4,59;3,36;18,28;1,97;4,45;13,28;3,96;0,0;2,9;11,72;4,14
Tue;2;1;2018;21:30;6,9;13,1;10,74;38,91;3,16;6,39;3,36;17,82;1,97;5,53;11,18;4,58;0,07;3,1;11,72;6,66
Tue;2;1;2018;21:45;11,4;12,6;10,0;38,02;1,66;4,61;3,38;20,71;2,81;5,12;14,66;4,57;0,02;2,9;10,45;5,59
Tue;2;1;2018;22:00;9,9;14,5;9,86;35,78;3,14;5,78;3,37;18,44;2,7;6,48;13,76;4,48;0,0;3,1;10,13;4,69
Tue;2;1;2018;22:15;11,0;12,2;10,47;36,12;1,51;5,64;3,38;17,89;1,98;6,48;11,93;4,43;0,0;3,3;10,16;6,19
Tue;2;1;2018;22:30;8,7;12,5;10,36;38,3;3,15;4,73;3,39;20,79;1,97;1,3;11,89;4,47;0,0;3,3;10,19;6,19
Tue;2;1;2018;22:45;9,0;12,4;9,82;36,52;1,61;6,57;3,39;18,39;1,97;0,54;13,45;4,55;0,0;3,5;10,23;5,8
Tue;2;1;2018;23:00;9,5;14,0;10,34;36,03;3,15;4,85;3,37;18,25;1,98;3,82;13,79;4,46;0,01;3,6;10,25;7,06
Tue;2;1;2018;23:15;9,1;13,3;10,48;38,08;1,69;4,67;3,37;20,9;1,98;3,82;11,42;4,44;0,0;3,5;10,25;5,66
Tue;2;1;2018;23:30;12,6;12,3;9,89;38,0;3,05;7,04;3,36;17,82;2,7;1,26;14,3;4,55;0,01;3,3;10,2;5,96
Tue;2;1;2018;23:45;7,9;12,3;9,97;36,19;1,84;6,14;3,34;18,2;2,75;3,16;14,2;4,21;0,0;3,3;10,18;8,11
Wed;3;1;2018;00:00;11,1;13,3;10,29;35,87;2,56;4,29;3,31;20,93;1,99;3,17;12,26;3,93;0,0;3,4;10,15;5,55
Wed;3;1;2018;00:15;7,4;13,0;10,37;36,99;2,31;6,04;3,27;18,1;1,99;3,71;12,26;4,06;0,08;3,3;10,18;5,68
Wed;3;1;2018;00:30;13,0;13,8;9,83;38,53;2,33;4,31;3,31;18,3;1,98;3,71;14,19;4,51;0,02;3,1;10,2;5,91
Wed;3;1;2018;00:45;9,3;12,1;10,19;37,46;2,5;6,52;3,3;20,44;1,98;3,71;14,89;4,34;0,0;3,2;10,24;5,41
Wed;3;1;2018;01:00;12,0;13,1;9,84;34,98;2,19;4,36;3,27;18,47;1,98;3,71;10,47;4,36;0,0;2,9;10,26;4,55
Wed;3;1;2018;01:15;7,3;12,1;10,26;36,59;2,63;6,43;3,28;18,65;2,49;3,71;14,77;4,41;0,0;3,1;10,27;6,01
Wed;3;1;2018;01:30;10,2;14,9;10,03;38,4;2,35;4,55;3,31;20,57;2,98;3,71;13,43;4,39;0,0;2,9;10,29;7,42
Wed;3;1;2018;01:45;9,5;12,0;10,15;37,54;3,36;3,92;3,31;17,74;1,99;3,71;12,49;4,27;0,0;3,0;10,28;4,22
Wed;3;1;2018;02:00;11,6;12,8;10,64;35,65;0,82;6,89;3,34;19,12;1,98;3,71;11,88;3,93;0,0;2,9;10,24;5,5
Wed;3;1;2018;02:15;8,5;12,3;10,24;36,35;3,22;4,44;3,33;20,43;1,98;3,71;15,29;4,05;0,0;2,8;10,74;8,02
Wed;3;1;2018;02:30;9,4;14,0;9,78;37,05;2,47;4,21;3,24;17,94;1,98;3,71;10,34;4,57;0,0;3,0;11,08;5,51
Wed;3;1;2018;02:45;11,1;13,6;10,64;37,23;1,83;6,3;3,31;19,06;1,99;3,71;12,75;4,54;0,01;2,9;10,24;7,02
Wed;3;1;2018;03:00;10,5;12,2;10,26;36,34;3,35;4,48;3,36;20,02;2,63;3,71;14,01;4,43;0,1;3,0;10,23;5,13
Wed;3;1;2018;03:15;10,0;12,2;9,73;36,26;1,46;4,48;3,31;18,03;2,8;3,71;11,98;4,15;0,05;3,0;10,26;6,38
Wed;3;1;2018;03:30;8,0;12,5;10,6;38,25;2,28;6,1;3,36;19,84;1,98;3,71;11,47;4,58;0,01;3,1;10,26;6,6
Wed;3;1;2018;03:45;10,4;14,3;10,41;37,87;3,35;4,44;3,37;19,32;1,99;3,71;14,43;4,5;0,01;3,0;10,26;5,57
Wed;3;1;2018;04:00;7,9;12,5;9,91;35,8;1,8;3,88;3,38;17,8;1,98;3,71;14,15;3,96;0,01;3,3;10,27;6,11
Wed;3;1;2018;04:15;13,3;12,4;10,32;36,24;2,07;6,27;3,38;19,66;1,99;3,71;11,83;3,92;0,01;3,4;10,26;5,6
Wed;3;1;2018;04:30;7,2;12,5;10,72;37,32;3,34;3,44;3,39;19,71;1,98;1,71;11,92;4,35;0,01;3,3;10,27;4,79
Wed;3;1;2018;04:45;11,0;12,5;9,83;38,65;2,31;6,82;3,38;17,81;2,19;3,52;13,63;4,41;0,01;3,3;10,25;5,78
Wed;3;1;2018;05:00;7,9;13,9;10,31;38,04;1,03;3,44;3,38;20,26;3,07;3,52;12,64;4,42;0,01;3,3;10,24;8,11
Wed;3;1;2018;05:15;13,6;12,6;10,56;35,39;3,33;6,83;3,35;19,09;2,25;3,52;11,8;4,37;0,01;3,4;10,25;4,68
Wed;3;1;2018;05:30;7,1;12,3;9,82;35,99;2,58;3,52;3,36;17,65;1,99;3,52;14,33;4,38;0,01;3,6;10,25;5,54
Wed;3;1;2018;05:45;11,5;12,5;10,11;38,48;1,22;6,8;3,36;20,5;1,99;3,52;12,57;4,38;0,23;3,6;10,21;9,01
Wed;3;1;2018;06:00;7,1;14,6;10,63;37,57;3,32;3,61;3,36;18,97;1,98;5,2;11,2;4,4;0,06;3,6;10,23;4,99
Wed;3;1;2018;06:15;11,2;11,9;9,92;35,28;2,04;5,29;3,38;17,85;1,98;5,16;13,4;4,35;0,02;3,7;10,21;7,78
Wed;3;1;2018;06:30;8,5;12,7;9,92;36,2;1,84;5,21;3,37;20,61;1,98;6,47;14,51;4,43;0,01;3,4;10,18;5,71
Wed;3;1;2018;06:45;12,3;12,5;10,5;37,03;3,32;6,72;3,31;18,19;2,92;6,47;13,69;4,39;0,01;3,2;10,15;5,23
Wed;3;1;2018;07:00;8,0;13,2;10,23;37,11;2,19;3,71;3,28;18,69;2,56;0,8;10,24;4,39;0,01;3,4;10,14;8,45
Wed;3;1;2018;07:15;9,8;13,9;9,83;36,62;1,81;4,37;3,33;20,51;1,98;2,96;15,11;4,42;0,01;3,5;10,17;4,44
Wed;3;1;2018;07:30;10,4;12,4;10,35;36,39;3,32;4,05;3,29;18,03;1,98;2,96;13,87;4,39;0,01;3,7;10,17;5,33
Wed;3;1;2018;07:45;11,0;12,3;10,43;37,04;1,12;5,09;3,36;19,56;1,98;2,96;14,4;3,95;0,01;3,7;10,2;5,38
Wed;3;1;2018;08:00;9,5;12,6;9,95;37,31;2,76;7,28;3,36;19,75;1,99;2,96;10,43;3,94;0,01;3,6;10,16;5,71
Wed;3;1;2018;08:15;8,6;14,3;10,15;35,7;2,93;3,76;3,28;18,05;1,99;2,96;14,21;4,53;0,01;3,5;10,1;8,28
Wed;3;1;2018;08:30;10,1;12,3;10,39;36,83;1,12;4,0;3,37;19,47;2,92;2,96;15,62;4,66;0,25;3,5;10,09;4,65
Wed;3;1;2018;08:45;8,1;12,6;10,08;37,33;3,32;5,98;3,31;20,22;2,71;2,96;10,77;5,12;0,06;3,8;10,13;10,09
Wed;3;1;2018;09:00;12,7;12,3;10,07;36,97;2,37;4,5;3,2;17,9;2,09;2,96;14,81;5,35;0,01;3,7;10,09;7,29
Wed;3;1;2018;09:15;8,3;12,5;10,68;37,27;1,37;6,61;3,23;19,4;2,08;2,96;16,31;5,32;0,01;3,8;10,1;6,3
Wed;3;1;2018;09:30;10,7;14,5;9,86;37,18;3,33;4,65;3,32;20,59;2,08;2,96;13,26;5,44;0,01;3,7;10,07;7,96
Wed;3;1;2018;09:45;7,9;12,1;10,15;37,88;2,51;4,7;3,39;18,28;2,08;3,27;12,44;6,51;0,01;3,8;10,14;7,77
Wed;3;1;2018;10:00;13,3;12,6;10,68;37,2;1,41;8,77;3,43;19,8;2,08;3,51;16,29;7,32;0,01;4,3;10,18;10,13
Wed;3;1;2018;10:15;8,5;12,6;10,24;36,99;3,34;4,32;3,45;20,7;3,01;4,27;14,49;6,66;0,01;3,7;12,72;7,91
Wed;3;1;2018;10:30;11,4;12,7;9,85;37,15;2,23;6,87;3,39;18,34;2,72;5,61;15,32;5,39;0,01;4,2;12,04;7,26
Wed;3;1;2018;10:45;6,8;13,8;10,52;39,07;1,58;4,9;3,41;20,35;2,08;5,29;13,93;4,76;0,0;4,3;11,06;5,52
Wed;3;1;2018;11:00;12,5;12,5;10,43;37,83;3,35;7,68;3,43;20,93;2,08;5,09;12,71;4,92;0,0;4,1;10,04;5,76
Wed;3;1;2018;11:15;9,1;12,4;9,8;35,81;2,95;5,05;3,43;18,16;2,08;3,45;15,58;5,74;0,05;3,8;11,38;5,18
Wed;3;1;2018;11:30;11,4;12,7;10,24;37,33;0,79;6,77;3,51;21,43;2,08;3,45;15,21;6,59;0,02;4,5;10,97;7,52
Wed;3;1;2018;11:45;7,2;12,7;10,31;38,31;3,32;6,48;3,51;20,34;2,39;3,45;12,58;6,51;0,0;4,1;12,58;7,28
Wed;3;1;2018;12:00;12,6;14,5;10,51;38,46;3,01;5,19;3,51;18,7;3,17;3,45;14,45;5,43;0,0;4,2;11,97;7,04
Wed;3;1;2018;12:15;9,5;12,3;9,81;36,91;0,9;7,75;3,51;21,52;2,2;3,45;16,42;3,91;0,01;4,2;14,46;9,36
Wed;3;1;2018;12:30;12,0;12,5;10,06;36,54;3,34;6,57;3,51;19,34;2,08;3,45;16,64;4,19;0,0;3,8;12,34;6,7
Wed;3;1;2018;12:45;7,2;12,2;10,81;37,72;3,33;8,05;3,51;19,03;2,08;3,45;16,25;3,94;0,0;3,8;12,34;6,61
Wed;3;1;2018;13:00;11,3;13,4;10,21;38,58;1,04;5,02;3,51;21,46;2,08;3,45;14,19;4,08;0,0;3,9;12,36;6,44
Wed;3;1;2018;13:15;7,7;14,0;9,94;37,99;3,16;9,88;3,51;19,48;2,08;3,45;16,44;4,07;0,0;3,8;12,3;5,36
Wed;3;1;2018;13:30;7,7;12,2;10,65;35,68;1,41;5,1;3,51;18,73;2,55;3,45;11,53;3,92;0,01;3,8;12,32;9,16
Wed;3;1;2018;13:45;8,4;12,6;10,31;40,12;3,15;7,76;3,51;21,38;3,17;3,45;13,87;4,16;0,0;3,8;12,57;6,19
Wed;3;1;2018;14:00;15,1;12,7;10,26;38,96;1,88;6,73;3,51;20,25;2,08;3,45;16,18;3,8;0,06;3,9;15,01;8,0
Wed;3;1;2018;14:15;10,1;13,7;10,65;37,93;2,92;7,89;3,51;18,83;2,08;1,56;14,38;4,85;0,02;3,8;12,28;12,27
Wed;3;1;2018;14:30;7,2;12,3;10,15;37,28;1,7;9,44;3,5;21,61;2,08;4,39;14,97;5,22;0,0;3,9;12,29;5,32
Wed;3;1;2018;14:45;3,1;12,5;10,04;37,13;3,13;4,91;3,5;20,02;2,08;4,39;16,26;2,92;0,0;3,8;12,28;6,48
Wed;3;1;2018;15:00;13,9;12,6;10,77;37,57;1,57;10,44;3,5;18,28;2,08;1,43;14,24;3,0;0,0;3,8;12,35;7,59
Wed;3;1;2018;15:15;13,9;12,3;10,68;38,35;2,67;9,54;3,51;19,29;2,99;3,54;15,87;2,85;0,0;3,9;14,0;8,11
Wed;3;1;2018;15:30;12,1;14,1;9,91;38,33;3,01;8,41;3,5;21,52;2,8;5,21;16,44;4,38;0,0;3,8;12,34;5,9
Wed;3;1;2018;15:45;8,6;13,2;10,59;37,5;1,29;11,22;3,5;21,14;2,08;5,21;15,26;2,83;0,0;3,8;12,31;7,74
Wed;3;1;2018;16:00;11,9;12,3;10,58;37,69;3,12;10,85;3,5;20,19;2,08;5,21;14,78;3,68;0,0;3,8;12,34;5,71
Wed;3;1;2018;16:15;9,7;12,8;10,19;38,18;1,47;8,5;3,5;20,88;2,08;5,21;12,51;3,87;0,0;3,9;12,34;7,34
Wed;3;1;2018;16:30;12,2;12,9;10,46;39,78;3,07;8,6;3,51;20,86;2,08;5,21;14,01;2,54;0,95;3,8;12,34;10,03
Wed;3;1;2018;16:45;7,3;13,9;10,71;40,64;1,98;5,49;3,5;20,91;2,65;4,56;16,62;2,4;1,9;3,8;12,31;6,52
Wed;3;1;2018;17:00;11,6;12,3;9,86;35,66;2,62;8,46;3,51;20,98;3,03;2,82;14,15;2,77;1,9;3,8;13,77;10,49
Wed;3;1;2018;17:15;7,9;12,7;10,35;36,98;2,05;6,04;3,5;19,7;2,08;3,73;13,4;2,36;1,9;3,7;12,4;7,23
Wed;3;1;2018;17:30;13,5;12,3;10,66;38,86;2,56;8,86;3,5;19,02;2,08;3,73;13,31;2,7;1,9;3,8;12,28;5,9
Wed;3;1;2018;17:45;7,4;13,5;10,0;38,91;2,34;4,57;3,51;20,78;2,08;1,22;14,02;2,48;1,89;3,8;12,25;6,14
Wed;3;1;2018;18:00;11,1;12,9;10,3;37,59;2,3;9,66;3,51;18,53;2,08;2,98;15,85;2,52;1,9;3,7;12,18;5,99
Wed;3;1;2018;18:15;9,1;12,4;10,37;35,19;2,62;4,16;3,51;19,54;2,07;3,99;13,26;2,68;1,9;3,7;12,18;5,64
Wed;3;1;2018;18:30;12,8;12,8;10,33;36,39;2,01;9,7;3,51;20,91;2,79;3,99;15,56;2,38;1,9;3,5;12,18;7,75
Wed;3;1;2018;18:45;8,5;12,3;10,19;39,04;2,73;4,18;3,48;18,8;2,82;1,26;13,62;2,82;1,9;3,3;12,18;5,87
Wed;3;1;2018;19:00;10,8;14,5;10,46;39,11;2,05;10,16;3,4;18,53;1,97;3,14;15,47;2,22;1,89;3,4;11,73;7,54
Wed;3;1;2018;19:15;8,1;12,6;10,42;37,63;2,5;4,22;3,39;21,65;1,96;4,29;10,44;2,04;1,89;3,3;10,13;6,76
Wed;3;1;2018;19:30;11,8;12,8;9,92;38,21;2,09;6,19;3,65;18,89;1,96;4,29;14,54;2,05;1,89;3,4;10,15;5,82
Wed;3;1;2018;19:45;10,0;12,5;10,33;38,08;2,27;6,54;3,63;18,77;1,97;4,29;16,15;2,05;1,89;3,3;11,0;10,3
Wed;3;1;2018;20:00;10,3;14,2;10,68;37,93;2,61;5,33;3,61;20,96;1,96;4,29;13,32;1,96;1,89;3,2;12,19;8,36
Wed;3;1;2018;20:15;8,4;13,2;10,09;42,09;2,18;7,39;3,59;19,26;2,97;4,29;12,66;1,93;1,89;3,1;12,05;4,26
Wed;3;1;2018;20:30;12,2;12,8;10,27;35,68;2,27;6,43;3,64;18,58;2,49;4,29;12,16;1,94;1,89;3,2;10,16;6,33
Wed;3;1;2018;20:45;10,3;12,2;10,54;37,5;2,78;5,1;3,59;21,01;1,97;4,29;15,85;1,93;1,89;3,1;10,18;6,03
Wed;3;1;2018;21:00;11,1;13,3;10,08;40,27;1,9;6,81;3,67;18,86;1,96;4,29;13,39;1,94;1,89;3,0;10,16;6,38
Wed;3;1;2018;21:15;8,1;14,1;10,52;38,8;2,93;5,38;3,68;19,45;1,97;4,29;12,36;1,93;1,9;2,9;10,22;5,71
Wed;3;1;2018;21:30;10,4;12,4;10,73;36,62;1,84;6,55;3,51;20,8;1,97;4,29;14,08;1,93;1,9;3,0;10,64;3,8
Wed;3;1;2018;21:45;9,3;12,8;10,0;36,96;2,51;4,47;3,33;18,58;2,23;0,84;13,44;1,93;1,9;2,9;12,32;7,26
Wed;3;1;2018;22:00;11,8;12,3;10,12;40,95;2,4;9,07;4,22;19,31;3,05;3,09;11,18;1,93;1,9;2,9;11,98;4,32
Wed;3;1;2018;22:15;8,4;14,6;10,68;41,32;1,96;4,89;3,77;21,34;2,18;3,09;12,31;1,93;1,91;2,8;10,34;6,91
Wed;3;1;2018;22:30;11,1;12,6;10,3;35,9;2,88;4,45;3,56;18,26;1,97;3,09;13,69;1,93;1,91;2,9;10,26;4,45
Wed;3;1;2018;22:45;10,1;12,3;10,2;34,59;1,53;4,99;3,62;18,98;1,97;3,09;13,23;1,93;1,91;2,7;10,24;7,65
Wed;3;1;2018;23:00;10,4;12,4;10,6;41,36;3,1;4,81;3,56;20,9;1,98;3,09;9,93;1,92;1,79;2,9;10,23;4,13
Wed;3;1;2018;23:15;8,3;14,9;10,18;41,18;1,63;7,93;3,4;19,29;1,98;3,09;15,07;1,92;1,71;2,8;10,25;7,97
Wed;3;1;2018;23:30;12,7;12,0;9,98;34,88;3,15;4,23;3,41;18,27;2,33;3,09;9,91;1,92;1,67;2,7;10,24;5,12
Wed;3;1;2018;23:45;9,2;12,7;10,44;35,84;1,63;3,86;3,36;20,87;3,05;3,09;14,09;1,91;1,7;2,7;10,24;5,86
Thu;4;1;2018;00:00;10,2;13,2;10,58;39,24;3,15;7,53;3,35;19,38;1,98;3,09;11,26;1,91;1,63;2,8;10,19;7,55
Thu;4;1;2018;00:15;8,5;13,1;10,13;36,75;1,55;4,44;4,21;18,44;1,98;3,09;11,26;1,91;1,66;2,7;10,21;4,03
Thu;4;1;2018;00:30;12,4;13,2;10,33;41,64;3,15;4,62;4,21;20,76;1,98;4,26;13,25;1,91;1,67;2,8;10,23;5,15
Thu;4;1;2018;00:45;10,0;12,3;10,37;36,13;1,62;9,16;1,76;19,26;1,98;4,26;10,81;1,91;1,74;2,9;10,22;5,41
Thu;4;1;2018;01:00;9,5;12,9;10,05;36,3;3,14;3,63;3,32;18,07;1,98;4,26;13,57;1,91;1,45;2,8;10,26;4,65
Thu;4;1;2018;01:15;9,3;12,8;10,7;41,26;1,57;6,72;3,32;20,77;2,49;4,26;11,58;1,91;1,65;2,7;10,27;7,82
Thu;4;1;2018;01:30;10,0;14,2;10,45;36,81;2,81;3,71;3,31;19,51;2,99;4,26;12,73;1,92;1,55;2,9;10,29;5,04
Thu;4;1;2018;01:45;10,9;12,0;9,88;36,19;3,35;7,37;3,28;17,75;1,99;4,74;12,75;1,92;1,65;2,7;10,28;5,6
Thu;4;1;2018;02:00;10,2;12,5;10,52;38,1;1,83;3,56;3,3;20,6;1,98;4,95;12,19;1,92;1,5;2,8;10,29;8,27
Thu;4;1;2018;02:15;9,4;12,5;10,43;37,95;2,11;6,73;3,29;19,38;1,98;4,46;10,37;1,92;1,6;2,7;10,31;3,43
Thu;4;1;2018;02:30;8,3;14,5;10,16;36,32;3,34;3,57;3,32;18,24;1,98;4,46;14,12;1,92;1,66;2,7;10,33;8,05
Thu;4;1;2018;02:45;12,4;12,4;10,54;37,36;1,74;7,33;3,29;20,13;2,09;0,29;11,48;1,91;1,57;2,7;10,29;5,07
Thu;4;1;2018;03:00;8,7;12,5;10,44;39,19;1,71;3,5;3,28;19,66;3,06;3,4;10,71;1,92;1,5;2,8;10,28;7,36
Thu;4;1;2018;03:15;11,0;12,0;9,95;38,25;3,34;4,61;3,25;17,83;2,22;3,4;14,54;1,92;1,47;2,7;10,29;5,17
Thu;4;1;2018;03:30;7,3;15,1;10,65;40,97;3,07;7,08;3,3;20,17;1,99;3,4;13,28;1,91;1,5;2,8;10,27;6,78
Thu;4;1;2018;03:45;12,2;12,1;10,64;35,48;0,75;3,59;3,26;20,26;1,99;3,4;12,27;1,92;1,53;2,8;10,3;5,1
Thu;4;1;2018;04:00;8,9;12,4;9,82;36,05;3,24;4,36;3,23;17,96;1,98;3,4;10,61;1,91;1,34;2,6;10,23;6,49
Thu;4;1;2018;04:15;11,4;12,2;10,55;41,88;3,34;6,83;3,24;20,31;1,99;3,4;14,12;1,92;1,39;2,7;10,19;6,44
Thu;4;1;2018;04:30;6,9;13,6;9,98;39,23;1,2;3,49;3,25;19,46;2,19;3,4;14,03;1,92;1,54;2,9;10,22;6,64
Thu;4;1;2018;04:45;13,1;13,6;10,12;34,17;1,93;4,36;3,24;17,89;3,06;1,47;11,04;1,92;1,25;2,6;10,17;4,52
Thu;4;1;2018;05:00;8,6;12,4;10,75;35,34;3,34;6,87;3,26;19,96;2,23;3,35;12,16;1,91;1,31;3,0;10,16;5,34
Thu;4;1;2018;05:15;11,5;12,1;9,97;38,37;2,39;3,61;3,26;19,89;1,98;3,39;11,89;1,91;1,49;2,9;10,16;4,24
Thu;4;1;2018;05:30;6,6;12,6;10,01;38,42;1,25;4,31;3,21;17,99;1,98;3,46;12,5;1,91;1,31;2,9;10,16;7,93
Thu;4;1;2018;05:45;11,6;14,8;10,7;36,9;3,34;6,31;3,2;19,13;1,98;6,91;12,76;1,91;1,65;2,9;10,14;4,27
Thu;4;1;2018;06:00;6,9;12,1;10,06;36,85;3,33;3,89;3,22;20,86;1,98;6,91;12,04;1,91;1,24;2,9;10,18;6,03
Thu;4;1;2018;06:15;13,7;12,6;10,09;39,79;0,91;6,22;3,27;18,18;2,37;3,57;12,37;1,91;1,31;3,0;10,18;4,71
Thu;4;1;2018;06:30;7,2;12,5;10,66;40,4;2,33;4,04;3,26;18,14;3,05;3,57;13,1;1,91;1,4;2,9;10,17;8,35
Thu;4;1;2018;06:45;11,4;14,6;9,82;34,32;3,35;5,86;3,31;20,9;1,98;3,57;10,29;1,91;1,28;2,8;10,16;5,54
Thu;4;1;2018;07:00;7,8;12,4;10,29;36,27;1,52;4,42;3,26;19,32;1,97;3,57;15,16;1,91;1,41;2,8;10,29;8,02
Thu;4;1;2018;07:15;13,2;12,3;10,82;40,94;2,2;3,88;3,29;18,06;1,97;1,65;10,99;1,9;1,34;2,8;10,29;5,6
Thu;4;1;2018;07:30;8,2;12,5;10,09;36,9;3,32;6,54;3,35;20,22;1,97;3,36;11,0;1,91;1,4;2,9;10,31;6,97
Thu;4;1;2018;07:45;10,3;14,5;10,43;36,51;1,32;3,98;3,34;19,98;1,97;4,33;14,49;1,91;1,55;2,9;10,29;7,41
Thu;4;1;2018;08:00;8,2;12,2;10,4;35,45;2,39;6,3;3,35;18,18;2,75;4,33;11,5;1,9;1,17;2,9;10,28;8,16
Thu;4;1;2018;08:15;10,5;12,5;9,9;37,12;3,34;4,25;3,36;19,68;2,58;2,87;12,15;1,9;1,35;2,9;10,24;5,65
Thu;4;1;2018;08:30;10,6;12,4;10,53;42,18;1,86;3,49;3,39;20,36;2,07;2,87;13,57;1,9;1,38;2,8;10,16;5,07
Thu;4;1;2018;08:45;9,6;14,9;10,46;35,95;2,25;6,0;3,33;18,1;2,07;2,87;14,86;2,7;1,35;2,9;10,11;9,57
Thu;4;1;2018;09:00;9,1;11,9;9,88;35,89;3,33;5,61;3,26;19,43;2,07;2,77;16,14;2,68;1,28;2,9;10,13;6,26
Thu;4;1;2018;09:15;10,0;12,6;10,38;39,18;1,81;5,29;3,28;20,85;2,07;3,58;13,83;2,66;1,54;2,9;10,21;6,77
Thu;4;1;2018;09:30;11,7;12,6;10,7;40,7;1,74;4,53;3,31;18,47;3,11;3,58;13,83;2,44;1,27;3,2;10,21;7,62
Thu;4;1;2018;09:45;9,8;12,9;10,17;35,59;3,36;5,89;3,41;19,77;2,51;3,58;13,03;2,87;1,49;3,4;10,24;11,08
Thu;4;1;2018;10:00;9,5;14,1;10,39;36,74;1,45;5,74;3,4;20,49;2,07;3,58;13,49;2,43;1,39;3,5;10,22;7,18
Thu;4;1;2018;10:15;8,6;12,5;10,45;39,88;2,79;4,76;3,46;17,68;2,07;3,58;13,03;2,69;1,41;3,4;10,23;7,34
Thu;4;1;2018;10:30;11,8;12,8;9,81;36,72;3,39;6,79;3,49;20,1;2,06;4,14;13,86;2,56;1,52;4,4;10,25;7,26
Thu;4;1;2018;10:45;9,6;12,1;10,63;37,33;1,55;7,64;3,49;21,08;2,07;4,14;13,92;2,83;1,28;3,3;10,23;12,82
Thu;4;1;2018;11:00;9,9;14,4;10,56;37,15;2,38;4,49;3,5;18,58;2,74;4,14;12,77;2,61;1,6;3,1;10,24;9,15
Thu;4;1;2018;11:15;8,6;12,3;9,91;37,7;3,42;7,17;3,5;18,65;2,9;1,31;12,95;2,45;1,32;3,0;10,21;4,33
Thu;4;1;2018;11:30;12,3;12,4;10,15;39,6;1,56;6,56;3,5;20,95;2,07;3,33;12,84;2,19;1,57;2,9;10,22;7,39
Thu;4;1;2018;11:45;9,5;12,3;10,48;39,87;2,53;7,65;3,5;18,43;2,07;3,38;11,43;2,55;1,51;2,8;12,41;7,19
Thu;4;1;2018;12:00;10,5;13,1;11,07;36,7;3,39;5,16;3,49;19,59;2,07;5,13;15,06;2,07;1,5;2,8;11,81;7,24
Thu;4;1;2018;12:15;7,7;13,6;10,07;40,39;3,31;7,69;3,58;20,7;2,07;5,13;10,54;2,67;1,67;2,6;10,21;4,54
Thu;4;1;2018;12:30;11,8;12,8;10,89;42,65;1,63;6,94;3,51;20,82;2,65;2,29;15,42;2,06;1,68;2,5;10,26;5,6
Thu;4;1;2018;12:45;9,3;12,6;10,8;35,88;2,42;8,04;3,52;20,22;3,02;4,14;12,25;2,51;1,79;2,6;10,18;4,03
Thu;4;1;2018;13:00;10,9;12,9;9,64;35,18;2,92;5,5;3,51;20,74;2,07;4,14;11,75;2,13;1,57;2,4;10,71;7,15
Thu;4;1;2018;13:15;7,2;14,1;11,01;40,36;3,17;9,33;3,52;20,14;2,07;4,14;12,23;2,06;1,52;2,5;14,67;6,56
