Vodafone - Realtime Data;;;;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;;;;
At: January 30, 2018 17:02 (Europe/Lisbon);;;;;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ Q.INV 1 FAR (KWh);EA+ Q.INV 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ Q.INV1 MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ QGD 1 PTM (KWh);EA+ Q.INV 2 SNT (KWh);EA+ GERAL FMC (KWh)
Tue;03;01;2017;06:30;363,64;9;73,39;22;22;7;13,5;16,39;36;44;7,87;30,33;38;6;15,19;22,97
Tue;03;01;2017;06:45;359,56;9;70,75;21;23;7;14;15,8;35;44;7,62;29,33;38;7;15,09;22,97
Tue;03;01;2017;07:00;364,34;9;71,51;22;23;8;14;15,87;36;44;7,84;31,01;39;5;15,14;22,97
Tue;03;01;2017;07:15;363,57;10;73,96;22;22;6;13;16,38;36;45;8,33;30,78;37;5;15,14;22,97
Tue;03;01;2017;07:30;363,56;9;71,69;21;22;8;14;15,8;36;44;7,78;32,13;38;6;15,19;22,97
Tue;03;01;2017;07:45;363,51;9;70,77;22;23;7;14;16,02;35;45;7,64;30,97;39;6;15,15;22,97
Tue;03;01;2017;08:00;365,23;9;73,65;22;22;7;15;16,03;36;45;8,02;30,41;37;6;15,15;22,97
Tue;03;01;2017;08:15;368,58;10;72,09;22;23;8;15;15,55;36;44;8,34;32,49;39;5;15,15;22,97
Tue;03;01;2017;08:30;364,39;9;73,37;22;23;6;15;15,83;35;44;7,75;31,3;38;6;15,17;22,97
Tue;03;01;2017;08:45;368,44;9;73,49;22;22;8;15;15,88;38;43;8,18;30,79;39;6;15,13;22,97
Tue;03;01;2017;09:00;381,28;10;73,2;23;23;7;15;16,02;43;44;8,19;30,7;43;7;15,19;22,97
Tue;03;01;2017;09:15;352,05;10;74,81;22;24;6;15;16,77;26;43;8,12;33,17;28;7;15,21;22,97
Tue;03;01;2017;09:30;372,96;9;72,63;23;24;8;14;16,73;37;44;8,44;32,01;39;7;15,18;22,97
Tue;03;01;2017;09:45;373,79;9;74,83;22;25;7;14,5;16,42;37;44;8,08;30,8;40;7;15,19;22,97
Tue;03;01;2017;10:00;374,99;10;75,46;23;24;7;14;16,8;37;44;7,98;30,55;40;7;15,24;22,97
Tue;03;01;2017;10:15;377,19;9,33;75,32;23;25;8;14,5;16,55;36;47;8,22;30,1;39;7;15,2;22,97
Tue;03;01;2017;10:30;381,57;9,33;76,42;22,5;25;7;14;16,33;36;47;8,34;35,44;39;7;15,23;22,97
Tue;03;01;2017;10:45;375,5;9,33;75,55;22,5;23;8;14,5;16,89;36;47;8,32;30,21;39;7;15,23;22,97
Tue;03;01;2017;11:00;378,52;10;73,71;23;25;7;14,5;16,59;37;47;8,07;31,5;40;7;15,18;22,97
Tue;03;01;2017;11:15;376,4;10;74,54;23;24;7;14,5;16,48;37;46;8,35;31,37;39;7;15,2;22,97
Tue;03;01;2017;11:30;379,86;11;76,51;23;24;8;14,5;17,04;36;46;8,88;30,76;39;7;15,2;22,97
Tue;03;01;2017;11:45;381,65;10;76,6;24;25;6;15;16,54;37;46;8,31;32,01;39;8;15,22;22,97
Tue;03;01;2017;12:00;386,42;10;77,1;23;30;9;14;16,8;36;46;8,14;31,19;40;7;15,21;22,97
Tue;03;01;2017;12:15;388,43;11;77,51;23;31;6;14;17,52;37;46;8,84;31,37;40;7;15,23;22,97
Tue;03;01;2017;12:30;390,43;10;77,2;23;28;8;14;16,98;36;44;8,48;39,52;40;7;15,28;22,97
Tue;03;01;2017;12:45;378,18;10;77,21;23;24;9;14,5;16,98;37;46;8,55;30,82;37;6;15,15;22,97
Tue;03;01;2017;13:00;384,27;10;77,77;23;25;6;13,5;22,94;37;47;8,11;31,79;38;6;15,2;22,97
Tue;03;01;2017;13:15;388,43;11;81,36;22;26;8;14;16,78;37;48;8,63;31,47;39;7;15,22;22,97
Tue;03;01;2017;13:30;391,49;10;81,25;23;26;8;14;17;36;52;7,9;31,16;40;7;15,21;22,97
Tue;03;01;2017;13:45;397,09;11;80,69;24;26;7;13,5;17,32;37;49;8,36;38,04;40;7;15,21;22,97
Tue;03;01;2017;14:00;389,92;10;80,33;24;26;8;14;17;37;49;8,47;30,93;40;7;15,22;22,97
Tue;03;01;2017;14:15;394,97;11;79,17;24;26;7;14,5;20,82;37;50;7,92;31,39;40;8;15,2;22,97
Tue;03;01;2017;14:30;399,63;11;80,03;24;27;8;14;17,31;36;52;7,84;36,28;39;9;15,2;22,97
Tue;03;01;2017;14:45;393,66;10;82;24;26;7;14;16,89;36;52;8,41;31,19;39;9;15,2;22,97
Tue;03;01;2017;15:00;394,92;11;82,06;24;26;7;14;17,92;36;50;8,32;32,45;39;9;15,21;22,97
Tue;03;01;2017;15:15;399,08;11;80,27;24;26;8;15;18,5;36;51;8,4;33,75;41;8;15,2;22,97
Tue;03;01;2017;15:30;387,96;11;79,66;24;27;7;14;16,86;36;51;7,93;31,33;38;6;15,21;22,97
Tue;03;01;2017;15:45;400,99;11;82,48;24;25;8;14;21,88;36;51;8,11;33,31;40;8;15,23;22,97
Tue;03;01;2017;16:00;398,72;11;79,84;24;27;7;15;17,24;37;49;8,89;38,54;39;7;15,23;22,97
Tue;03;01;2017;16:15;388,53;10;79,13;24;26;7;14;16,74;37;50;7,91;31,56;40;7;15,23;22,97
Tue;03;01;2017;16:30;396,31;11;79,69;24;26;8;14;19,13;36;50;8,7;34,62;39;8;15,2;22,97
Tue;03;01;2017;16:45;387,1;10;79,9;23;26;6;15;17,74;37;46;8,33;32,99;40;7;15,17;22,97
Tue;03;01;2017;17:00;386,33;11;80,36;23;27;8;14,5;16,85;36;44;8,25;31,16;40;8;15,23;22,97
Tue;03;01;2017;17:15;391,31;10;79,59;23;26;8;14,5;17,42;37;47;7,98;35,6;39;8;15,25;22,97
Tue;03;01;2017;17:30;383,36;11;78,77;23;26;7;14;16,96;37;46;8,12;31,41;39;7;15,14;22,97
Tue;03;01;2017;17:45;379,91;9;78,32;23;25;7;14,5;19,99;36;44;7,96;31,98;38;7;15,2;22,97
Tue;03;01;2017;18:00;385,38;10;77,9;23;26;8;13,5;17,36;36;46;7,54;33,92;40;8;15,19;22,97
Tue;03;01;2017;18:15;376,67;9;76,79;23;25;6;15;16,8;36;46;7,75;30,17;40;7;15,19;22,97
Tue;03;01;2017;18:30;383,34;10;75,92;22;26;8;14;16,87;37;45;8,05;35,35;39;8;15,18;22,97
Tue;03;01;2017;18:45;373,89;9;76,34;23;24;7;14;17,35;36;45;7,98;31,02;38;7;15,22;22,97
Tue;03;01;2017;19:00;374,23;10;75,74;22;24;7;14;16,26;36;47;7,57;30,51;40;6;15,18;22,97
Tue;03;01;2017;19:15;376,12;9;75,61;23;25;7;13,5;16,42;36;45;7,63;34,79;38;7;15,2;22,97
Tue;03;01;2017;19:30;374,4;10;75,2;23;24;8;13,5;16,62;36;45;8,54;30,41;40;6;15,16;22,97
Tue;03;01;2017;19:45;368,88;9;71,59;22;25;6;14;16,08;37;45;8,15;31,92;38;7;15,18;22,97
Tue;03;01;2017;20:00;378,39;10;74,97;23;25;7;14;16,36;36;46;7,89;34,04;40;6;15,16;22,97
Tue;03;01;2017;20:15;375,47;9;76,25;22;25;8;14;16,43;38;45;8,18;30,47;39;6;15,17;22,97
Tue;03;01;2017;20:30;373,91;10;74,4;23;25;6;14;16,1;36;44;8,04;33,21;39;7;15,19;22,97
Tue;03;01;2017;20:45;370,37;9;72,61;22;25;8;13,5;16,5;37;45;7,98;30,64;39;6;15,17;22,97
Tue;03;01;2017;21:00;371,45;9;74,96;23;25;7;13,7;15,9;36;45;8,29;30,47;38;7;15,17;22,97
Tue;03;01;2017;21:15;367,17;10;72,41;22;25;7;13,7;15,23;37;44;7,63;33,03;36;6;15,2;22,97
Tue;03;01;2017;21:30;369,59;9;72,72;23;24;8;13,7;16,51;37;45;7,63;29,87;38;7;15,19;22,97
Tue;03;01;2017;21:45;365,68;10;74;22;24;5;13,7;16,07;36;45;7,81;29,96;38;6;15,17;22,97
Tue;03;01;2017;22:00;366,12;9;71,77;22;25;8;13,7;15,49;37;45;8,24;32,77;34;6;15,18;22,97
Tue;03;01;2017;22:15;371,15;10;71,53;23;25;8;15;15,97;36;44;7,54;29,94;40;7;15,2;22,97
Tue;03;01;2017;22:30;363,32;9;73,72;22;25;6;13;15,9;36;44;7,67;29,89;37;6;15,16;22,97
Tue;03;01;2017;22:45;368,72;9;71,74;23;23;8;14;15,72;37;44;7,8;33,31;37;7;15,18;22,97
Tue;03;01;2017;23:00;360,86;10;71,82;23;19;7;14;15,72;36;45;8,24;29,95;37;6;15,16;22,97
Tue;03;01;2017;23:15;358,11;9;73,54;23;19;6;13,5;15,71;36;44;7,39;29,85;37;6;15,15;22,97
Tue;03;01;2017;23:30;367,31;9;71,33;23;21;8;14;16,06;36;45;7,92;32,87;38;7;15,16;22,97
Tue;03;01;2017;23:45;363,18;10;71,9;23;22;7;13,5;15,63;37;44;8,18;29,84;37;6;15,18;22,97
Wed;04;01;2017;00:00;365,93;9;71,57;23;22;6;14;15,35;37;44;8,1;29,79;41;7;15,15;22,97
Wed;04;01;2017;00:15;368,19;9;73,21;23;23;8;13,5;16,16;37;44;7,87;30,36;39;6;15,13;22,97
Wed;04;01;2017;00:30;364,83;9;71,27;23;22;7;14,5;15,69;36;43;8,14;32,1;39;6;15,16;22,97
Wed;04;01;2017;00:45;363,4;10;72,15;22;22;7;13;15,13;37;44;8,2;29,82;38;7;15,13;22,97
Wed;04;01;2017;01:00;364,09;10;72,22;23;23;8;14;16,11;36;43;7,88;29,69;37;6;15,22;22,97
Wed;04;01;2017;01:15;366,68;9;73,21;23;22;7;14;15,93;37;44;7,36;32,1;37;7;15,11;22,97
Wed;04;01;2017;01:30;361,48;10;71,05;23;22;6;14;15,12;36;43;8,01;30,16;39;6;15,16;22,97
Wed;04;01;2017;01:45;364,33;9;71,58;23;22;7;13;15,84;36;44;8,04;29,76;41;6;15,15;22,97
Wed;04;01;2017;02:00;362,14;10;71,08;22;22;7;14,5;15,97;36;43;7,6;29,88;38;7;15,15;22,97
Wed;04;01;2017;02:15;359,43;9;70,94;23;22;8;13,5;15,38;37;41;7,6;30,89;37;6;15,16;22,97
Wed;04;01;2017;02:30;359,14;9;71,22;23;22;6;14;15,72;36;42;7,78;30,31;38;6;15,15;22,97
Wed;04;01;2017;02:45;361,61;10;71,04;23;22;8;13,5;15,6;36;42;8,16;30,12;37;7;15,22;22,97
Wed;04;01;2017;03:00;358,62;9;71,35;22;23;7;14;15,88;36;42;7,86;29,4;37;6;15,16;22,97
Wed;04;01;2017;03:15;360,16;9;70,81;23;22;6;13,5;15,56;36;41;7,62;31,55;40;6;15,15;22,97
Wed;04;01;2017;03:30;365,25;10;71,42;23;22;8;14;15,26;37;42;8,31;30,11;40;6;15,18;22,97
Wed;04;01;2017;03:45;353,93;9;71,74;23;22;7;14;16,05;34;42;7,82;29,18;33;7;15,16;22,97
Wed;04;01;2017;04:00;363,79;10;72,64;22;22;7;13;15,75;37;42;7,88;30,39;40;6;15,16;22,97
Wed;04;01;2017;04:15;364,02;9;75,41;23;22;8;14;15,09;35;41;8,17;33,22;36;6;15,17;22,97
Wed;04;01;2017;04:30;364,1;9;72,85;21;22;6;14;15,97;36;42;8,14;29,96;43;6;15,19;22,97
Wed;04;01;2017;04:45;364,7;10;73,24;22;23;7;14;15,97;37;42;7,52;29,85;39;6;15,14;22,97
Wed;04;01;2017;05:00;359,87;9;74,03;21;22;7;13,5;15,06;37;42;7,72;29,39;38;6;15,19;22,97
Wed;04;01;2017;05:15;361,72;9;73,35;22;22;7;14;15,62;36;41;8,27;32,42;37;6;15,1;22,97
Wed;04;01;2017;05:30;360,33;9;73,07;21;22;8;13,5;16,08;37;42;7,55;28,97;38;6;15,18;22,97
Wed;04;01;2017;05:45;359,44;10;74,05;21;22;6;14;15,42;35;42;7,66;30,19;38;6;15,14;22,97
Wed;04;01;2017;06:00;359,45;9;71,08;22;23;8;13,5;15,48;37;42;8,03;29,26;38;5;15,14;22,97
Wed;04;01;2017;06:15;358,36;10;70,97;21;22;6;13,83;15,76;36;41;7,9;31,77;37;7;15,15;22,97
Wed;04;01;2017;06:30;357,97;9;70,82;21;22;8;13,83;15,77;36;42;7,57;29,84;38;6;15,16;22,97
Wed;04;01;2017;06:45;354,43;9;70,72;22;22;7;13,83;15,63;35;42;7,92;29,23;37;5;15,13;22,97
Wed;04;01;2017;07:00;360,6;10;70,93;21;22;6;14;15,77;37;41;9,67;31,09;38;6;15,17;22,97
Wed;04;01;2017;07:15;361,23;9;69,97;22;23;8;14;16,56;35;42;7,75;32,86;37;6;15,12;22,97
Wed;04;01;2017;07:30;357,92;9;70,83;21;22;8;13;16,69;37;42;7,41;30,86;36;6;15,16;22,97
Wed;04;01;2017;07:45;354,99;9;71,58;21;22;7;14;15,45;35;41;7,38;30,44;37;6;15,16;22,97
Wed;04;01;2017;08:00;357,66;9;70,99;22;22;6;15;15,58;36;42;7,41;30,53;37;6;15,18;22,97
Wed;04;01;2017;08:15;363,7;9;70,86;21;22;8;15;16,32;37;42;7,87;32,54;38;6;15,14;22,97
Wed;04;01;2017;08:30;363,9;10;71,61;22;23;8;14;16,12;36;41;8,21;32,8;37;6;15,19;22,97
Wed;04;01;2017;08:45;362,13;9;72,29;22;22;6;14;15,86;37;42;8,54;31,31;38;6;15,16;22,97
Wed;04;01;2017;09:00;362,3;9;72,96;23;22;6;15;17,27;36;42;7,87;30,06;37;6;15,17;22,97
Wed;04;01;2017;09:15;373,78;10;75,45;22;24;9;13,5;16,9;36;44;8,68;31,07;38;7;15,21;22,97
Wed;04;01;2017;09:30;372,81;9;75,27;22;23;7;14,5;16,86;36;45;8,17;33,85;37;7;15,19;22,97
Wed;04;01;2017;09:45;373,56;10;75,74;23;24;5;14;17,37;37;45;7,96;30,33;38;8;15,19;22,97
Wed;04;01;2017;10:00;378;9;76,87;22;25;9;15;16,93;36;45;8,94;31,1;38;7;15,18;22,97
Wed;04;01;2017;10:15;379,16;9;77,64;23;24;8;14;16,86;36;46;8,22;30,26;41;7;15,2;22,97
Wed;04;01;2017;10:30;378,56;9;76,3;22;24;5;15;17,33;36;47;8,86;34,92;38;7;15,18;22,97
Wed;04;01;2017;10:45;379,4;10;76,98;23;23;9;14,5;16,95;36;46;8,11;30,66;39;8;15,22;22,97
Wed;04;01;2017;11:00;377,42;9;77,69;22;24;8;14,5;16,95;36;47;8,1;30,98;38;7;15,22;22,97
Wed;04;01;2017;11:15;382,53;10;76,79;23;29;6;14,5;17,4;36;47;8,89;30,79;38;7;15,19;22,97
Wed;04;01;2017;11:30;387,29;10;78,54;22;31;8;14,5;16,91;36;47;7,96;31,21;38;8;15,2;22,97
Wed;04;01;2017;11:45;395,81;11;77,02;23;28;8;14;21,96;36;47;8,91;36,78;39;7;15,17;22,97
Wed;04;01;2017;12:00;382,1;10;78,07;24;26;6;14,5;17,49;36;47;8,01;30,86;39;7;15,2;22,97
Wed;04;01;2017;12:15;386,75;11;77,81;24;26;8;14,5;20,28;36;46;8,35;31,62;38;7;15,22;22,97
Wed;04;01;2017;12:30;378,24;11;77,17;23;25;8;14,5;17,54;37;42;8,92;30,96;39;6;15,17;22,97
Wed;04;01;2017;12:45;382,25;10;79,5;24;26;7;14,5;18,37;37;42;8,32;31,38;39;7;15,22;22,97
Wed;04;01;2017;13:00;381,43;11;78,38;24;25;7;14;16,67;36;42;9,45;31,75;41;7;15,21;22,97
Wed;04;01;2017;13:15;388,52;11;80,41;24;25;8;15;20,7;36;43;8,32;30,93;41;7;15,18;22,97
Wed;04;01;2017;13:30;394,36;11;80;24;26;8;14;17,57;37;45;8,99;40,61;37;7;15,22;22,97
Wed;04;01;2017;13:45;383,92;11;80;24;25;7;14;17,85;37;45;7,69;31,2;38;8;15,21;22,97
Wed;04;01;2017;14:00;386,75;11;77,39;23;26;7;15;21,73;36;47;8,29;31,17;38;7;15,2;22,97
Wed;04;01;2017;14:15;388,95;11;81,09;24;25;8;14,5;17,81;37;46;8,28;32,08;39;7;15,23;22,97
Wed;04;01;2017;14:30;393,12;11;81,93;23;26;7;14,5;18,44;36;46;8,37;36,68;38;8;15,23;22,97
Wed;04;01;2017;14:45;392,47;12;82,19;24;26;6;14;21,68;36;46;8,74;31,67;39;7;15,21;22,97
Wed;04;01;2017;15:00;388,16;11;81,52;24;26;9;15;17,49;36;45;8;31,99;38;7;15,19;22,97
Wed;04;01;2017;15:15;398,81;12;81,78;23;26;8;14,25;19,74;36;47;9,18;36,66;39;8;15,23;22,97
Wed;04;01;2017;15:30;398,2;11;82,91;24;26;6;14,25;19,2;36;48;8,04;36,62;41;7;15,21;22,97
Wed;04;01;2017;15:45;396,14;12;82,05;24;25;8;14,5;19,26;35;47;9,13;35,99;38;8;15,23;22,97
Wed;04;01;2017;16:00;398,14;11;81,15;24;25;8;14,5;20,5;37;46;8,05;37,75;40;7;15,22;22,97
Wed;04;01;2017;16:15;387,4;12;81,46;24;25;6;14,5;17,85;36;45;8,74;31,66;39;8;15,22;22,97
Wed;04;01;2017;16:30;390,77;12;82,19;24;27;8;14,5;21,71;36;44;8,34;31,86;36;7;15,2;22,97
Wed;04;01;2017;16:45;393,01;11;81,56;24;26;8;14,5;17,93;37;45;8,3;35,52;38;8;15,23;22,97
Wed;04;01;2017;17:00;390,04;11;81,35;25;27;7;14;18,72;37;44;8,86;31,92;38;8;15,22;22,97
Wed;04;01;2017;17:15;390,07;11;82,11;24;25;7;15;22,1;36;44;8,2;32,48;38;7;15,21;22,97
Wed;04;01;2017;17:30;390,7;11;81,02;23;26;8;14;17,77;36;44;9,35;35,37;39;8;15,22;22,97
Wed;04;01;2017;17:45;383,37;10;80,42;23;26;7;15;17,48;36;44;7,97;31,36;39;8;15,17;22,97
Wed;04;01;2017;18:00;387,96;10;79,33;23;25;7;14;21,16;37;45;9,02;34,28;38;7;15,2;22,97
Wed;04;01;2017;18:15;382,86;10;79,01;23;26;8;14;18,39;36;44;7,64;31,6;39;8;15,25;22,97
Wed;04;01;2017;18:30;386,94;11;79,03;26;26;6;14;18,95;36;46;8,63;32,19;38;7;15,16;22,97
Wed;04;01;2017;18:45;388,74;15;78,51;26;24;8;14;17,58;36;45;7,62;33,84;38;7;15,21;22,97
Wed;04;01;2017;19:00;387,3;15;78,63;27;25;8;14;17,14;36;44;8,73;30,62;37;8;15,21;22,97
Wed;04;01;2017;19:15;379,42;15;77,4;25;25;5;14;16,33;36;44;7,67;31,86;37;7;15,2;22,97
Wed;04;01;2017;19:30;387,47;16;78,07;26;24;8;13,5;19,42;36;44;8,43;30,91;38;7;15,17;22,97
Wed;04;01;2017;19:45;386,14;15;78,21;27;25;8;14,5;16,79;36;43;7,98;30,49;38;8;15,19;22,97
Wed;04;01;2017;20:00;381,36;16;76,92;25;25;7;13,5;16,16;36;44;8,19;30,43;38;7;15,19;22,97
Wed;04;01;2017;20:15;386,11;16;77,01;27;25;6;14;16,24;37;44;8,28;32,4;38;7;15,21;22,97
Wed;04;01;2017;20:30;384,19;16;78,75;26;25;8;13,5;16,57;36;43;7,92;31,29;37;7;15,19;22,97
Wed;04;01;2017;20:45;381,3;16;75,13;26;23;7;14;15,97;36;44;8,49;34,58;36;7;15,16;22,97
Wed;04;01;2017;21:00;383,73;15;78,49;26;25;6;14;16,08;37;44;7,7;30,29;39;7;15,2;22,97
Wed;04;01;2017;21:15;386,69;16;76,46;26;25;8;14;16,43;36;44;8,69;33,97;37;7;15,17;22,97
Wed;04;01;2017;21:30;379,99;14;76,13;25;25;7;13,5;15,95;37;44;7,68;31,59;38;7;15,18;22,97
Wed;04;01;2017;21:45;382,63;15;75,75;26;25;7;14;16,08;36;43;8,81;31,79;38;8;15,22;22,97
Wed;04;01;2017;22:00;382,33;14;72,87;27;25;8;13,5;15,71;36;44;7,63;35,47;38;7;15,18;22,97
Wed;04;01;2017;22:15;379,3;15;75,76;26;25;6;14;15,36;36;44;8,72;30,33;38;7;15,16;22,97
Wed;04;01;2017;22:30;372,38;15;73,14;26;23;7;14;15,97;36;42;7,6;30,52;37;7;15,18;22,97
Wed;04;01;2017;22:45;378,9;15;73,24;26;25;8;14;15,69;36;42;8,73;33,07;37;7;15,2;22,97
Wed;04;01;2017;23:00;375,1;15;74,46;27;25;7;13;15,2;35;42;7,66;31,62;37;7;15,19;22,97
Wed;04;01;2017;23:15;370,06;15;72,66;26;20;7;14;15,35;36;42;8,62;30,29;38;7;15,16;22,97
Wed;04;01;2017;23:30;368,29;15;74,08;24;19;8;14;15,67;36;42;7,78;31,62;37;6;15,18;22,97
Wed;04;01;2017;23:45;366,89;13;72,81;24;19;6;14;15,15;36;42;8,52;33,3;38;7;15,15;22,97
Thu;05;01;2017;00:00;366,87;11;73,61;23;22;8;14;15,32;37;42;7,76;30,04;38;7;15,17;22,97
Thu;05;01;2017;00:15;364,55;10;74,8;23;22;7;13,5;15,64;36;42;8,12;30,37;37;7;15,15;22,97
Thu;05;01;2017;00:30;362,36;9;73,55;22;21;7;14;15,14;36;41;7,53;33,02;38;7;15,15;22,97
Thu;05;01;2017;00:45;362,74;10;73,81;23;22;7;14;15,29;36;42;7,53;31,99;36;6;15,16;22,97
Thu;05;01;2017;01:00;362,39;10;73,53;22;22;7;13,5;15,65;37;42;7,52;30,05;37;7;15,17;22,97
Thu;05;01;2017;01:15;359,72;10;72,63;22;21;7;14;15,12;35;42;7,51;31,34;37;7;15,14;22,97
Thu;05;01;2017;01:30;358,17;9,67;72,77;21;22;7;13,5;15,25;36;42;7,51;30,36;37;6;15,16;22,97
Thu;05;01;2017;01:45;359,99;9,67;74,26;21,5;22;7;14,5;15,6;35;42;7,52;29,83;36;7;15,14;22,97
Thu;05;01;2017;02:00;359,96;9,67;72,38;21,5;21;7;13;15,1;36;41;8,26;31,95;38;7;15,13;22,97
Thu;05;01;2017;02:15;357,83;9,33;71,61;22;22;7;14;15,28;35;42;8,01;29,46;37;7;15,16;22,97
Thu;05;01;2017;02:30;358,65;9,33;72,24;21,5;22;7;14;15,54;36;42;8,09;30,84;36;6;15,14;22,97
Thu;05;01;2017;02:45;359,96;9,33;73,86;21,5;22;7;14;15,11;36;41;7,52;30,54;37;7;15,14;22,97
Thu;05;01;2017;03:00;357,77;10;71,92;22;21;7;13,5;15,27;35;42;7,52;29,44;38;7;15,16;22,97
Thu;05;01;2017;03:15;361,24;10;71,27;22;22;8;14;15,53;36;42;7,5;30,77;37;7;15,19;22,97
Thu;05;01;2017;03:30;355,88;9;71,96;22;22;6;13,5;15,07;36;42;7,57;29,73;36;7;15,09;22,97
Thu;05;01;2017;03:45;360,62;10;72,48;21;22;8;14;15,27;37;41;8,1;30,68;37;6;15,13;22,97
Thu;05;01;2017;04:00;358,12;10;72,36;22;21;6;14;15,53;35;42;8,3;29,78;37;7;15,17;22,97
Thu;05;01;2017;04:15;357,76;9;71,3;21;22;8;14;15,07;36;42;7,81;30,49;37;6;15,13;22,97
Thu;05;01;2017;04:30;355,33;9;71,51;22;22;6;14;15,02;36;41;7,5;30,18;36;7;15,15;22,97
Thu;05;01;2017;04:45;357,27;10;71,63;21;21;8;13;15,16;36;42;7,54;29,8;37;7;15,17;22,97
Thu;05;01;2017;05:00;358,87;9;71,64;22;22;7;14;15,06;36;42;7,56;30,48;38;6;15,15;22,97
Thu;05;01;2017;05:15;358,14;10;71,02;21;22;8;14;15,33;35;41;7,52;30,12;38;7;15,19;22,97
Thu;05;01;2017;05:30;356,31;9;71,36;21;22;7;14;15,47;36;42;8,3;30,11;36;6;15,11;22,97
Thu;05;01;2017;05:45;354,87;9;70,26;22;22;6;13,5;15,03;35;42;7,76;30,22;37;7;15,14;22,97
Thu;05;01;2017;06:00;356,45;10;71,07;21;21;8;14;15,32;36;41;8,13;29,84;37;6;15,12;22,97
Thu;05;01;2017;06:15;356,59;9;70,76;22;22;6;13,5;15,42;35;42;7,48;31,31;37;7;15,15;22,97
Thu;05;01;2017;06:30;354,39;9;70,02;21;22;8;14;15,05;35;41;7,5;29,66;38;6;15,19;22,97
Thu;05;01;2017;06:45;357,21;9;71,89;22;21;7;14;15,34;36;42;7,49;30,37;36;7;15,16;22,97
Thu;05;01;2017;07:00;356,35;9;71,56;22;22;7;14;15,43;35;42;7,48;30,73;36;6;15,18;22,97
Thu;05;01;2017;07:15;355,6;9;70,65;21;22;7;14;14,79;36;41;7,93;31,11;37;6;15,14;22,97
Thu;05;01;2017;07:30;359,44;10;71,39;22;21;7;13;14,94;37;42;8,04;30,93;37;7;15,18;22,97
Thu;05;01;2017;07:45;358,16;9;71,05;22;22;7;14,5;15,16;36;41;8,65;30,69;37;6;15,15;22,97
Thu;05;01;2017;08:00;357,32;9;71,16;21;22;8;14,5;14,84;35;42;7,5;31,21;37;6;15,15;22,97
Thu;05;01;2017;08:15;355,59;9;71,38;22;21;6;14,5;14,5;37;41;7,86;30,21;36;7;15,18;22,97
Thu;05;01;2017;08:30;360,37;9;71,86;22;22;8;14,5;15,05;36;42;7,7;32,14;36;6;15,15;22,97
Thu;05;01;2017;08:45;360,35;10;71,74;22;22;7;14;14,85;35;42;7,52;31,07;38;7;15,2;22,97
Thu;05;01;2017;09:00;362,28;10;72,72;23;23;7;14,5;15,14;36;41;7,64;31,16;37;6;15,15;22,97
Thu;05;01;2017;09:15;363,21;10;72,55;23;22;7;14,5;15,82;36;42;8,78;30,42;37;6;15,18;22,97
Thu;05;01;2017;09:30;361,9;10;72,07;23;23;7;14;16,19;35;41;7,75;30,72;37;7;15,21;22,97
Thu;05;01;2017;09:45;363,9;10;73,1;23;21;7;14;16,56;36;42;8,74;31,35;36;7;15,18;22,97
Thu;05;01;2017;10:00;367,85;10;72,74;24;24;7;14,5;16,36;36;42;7,79;31,22;38;6;15,26;22,97
Thu;05;01;2017;10:15;365,7;10;72,64;23;23;8;14,5;15,61;35;42;7,8;31,03;38;7;15,15;22,97
Thu;05;01;2017;10:30;366,87;10;73,03;23;24;6;14;16,33;36;42;7,85;32,46;38;6;15,24;22,97
Thu;05;01;2017;10:45;372,9;10;72,85;24;24;8;14,5;16,22;35;45;9,1;31,05;38;7;15,2;22,97
Thu;05;01;2017;11:00;377,94;11;73,14;23;25;7;14,5;16,15;37;45;10,8;33,16;37;7;15,22;22,97
Thu;05;01;2017;11:15;382,05;10;75,04;24;31;8;14;16,58;36;45;9,09;32,16;36;7;15,21;22,97
Thu;05;01;2017;11:30;380,59;10;76,81;23;30;7;14,5;15,85;36;45;9,77;31,48;37;6;15,22;22,97
Thu;05;01;2017;11:45;384,41;11;80,23;24;25;7;14,5;15,72;36;44;9,49;34,29;38;7;15,2;22,97
Thu;05;01;2017;12:00;379,92;10;79,92;24;26;7;14;16,32;36;44;8,75;32,76;37;6;15,2;22,97
Thu;05;01;2017;12:15;383,21;11;80,13;24;27;8;14,5;15,79;36;43;8,47;32,76;38;6,4;15,19;22,97
Thu;05;01;2017;12:30;380,83;11;81,66;23;26;7;14,5;15,76;36;44;8,84;31,52;37;6,4;15,18;22,97
