WiseMetering realtime, exported on November 17, 2016 18:05, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ IT OMCs (KWh);EA+ IT BVTP0 (KWh);EA+ IT SNT (KWh);EA+ IT FMC (KWh);EA+ IT MAT (KWh);EA+ IT FNC (KWh);EA+ IT CMB (KWh);EA+ IT PDG (KWh);EA+ IT AVR (KWh);EA+ IT FAR (KWh);EA+ IT ALF1P-1 (KWh);EA+ IT RAN (KWh);EA+ IT PTM (KWh)
Sun;03;01;2016;01:30;263,26;53,37;24,68;16,66;37,81;3,71;15,91;3,76;18,64;9,68;48,87;27,99;2,18
Sun;03;01;2016;01:45;262,16;53,28;24,62;16,8;37,82;3,7;15,91;3,76;18,6;8,7;48,78;28,01;2,19
Sun;03;01;2016;02:00;263,17;53,31;24,65;16,74;38,76;3,71;15,91;3,77;18,56;8,7;48,86;28,03;2,17
Sun;03;01;2016;02:15;262,11;53,3;24,6;16,88;37,74;3,7;15,91;3,76;18,58;8,66;48,84;27,95;2,19
Sun;03;01;2016;02:30;261,88;53,28;24,68;16,66;37,71;3,71;15,93;3,77;18,58;8,69;48,77;27,94;2,17
Sun;03;01;2016;02:45;263,96;53,29;24,63;16,76;37,66;3,69;15,91;3,76;18,61;9,71;49,84;27,92;2,18
Sun;03;01;2016;03:00;264,26;53,26;24,63;16,75;40,02;3,7;15,91;3,76;18,57;8,67;48,77;27,98;2,23
Sun;03;01;2016;03:15;260,88;53,31;24,63;16,87;36,46;3,69;15,9;3,76;18,58;8,71;48,86;27,94;2,18
Sun;03;01;2016;03:30;261,69;53,25;24,58;16,64;37,73;3,71;15,92;3,76;18,56;8,7;48,76;27,91;2,18
Sun;03;01;2016;03:45;263,79;53,23;24,62;16,85;38,64;3,69;15,9;3,76;18,55;9,68;48,85;27,85;2,19
Sun;03;01;2016;04:00;261,84;53,26;24,65;16,66;37,65;3,7;15,9;3,76;18,62;8,7;48,78;27,99;2,17
Sun;03;01;2016;04:15;261,78;53,2;24,66;16,87;37,6;3,69;15,9;3,76;18,57;8,69;48,76;27,92;2,18
Sun;03;01;2016;04:30;261,59;53,22;24,57;16,63;37,7;3,7;15,9;3,76;18,56;8,71;48,81;27,85;2,18
Sun;03;01;2016;04:45;262,78;53,19;24,7;16,84;38,58;3,69;15,92;3,76;18,57;8,69;48,76;27,9;2,18
Sun;03;01;2016;05:00;262,65;53,23;24,64;16,65;37,7;3,7;15,9;3,76;18,55;9,73;48,77;27,86;2,17
Sun;03;01;2016;05:15;261,68;53,2;24,6;16,88;37,6;3,69;15,9;3,76;18,53;8,69;48,73;27,93;2,18
Sun;03;01;2016;05:30;262,46;53,21;24,6;16,62;38,63;3,7;15,9;3,76;18,55;8,68;48,79;27,84;2,18
Sun;03;01;2016;05:45;261,75;53,21;24,63;16,87;37,71;3,69;15,9;3,75;18,5;8,72;48,75;27,86;2,17
Sun;03;01;2016;06:00;261,52;53,17;24,67;16,62;37,54;3,7;15,91;3,76;18,55;8,71;48,79;27,92;2,18
Sun;03;01;2016;06:15;262,87;53,16;24,71;16,86;37,7;3,69;15,9;3,76;18,52;9,69;48,82;27,88;2,18
Sun;03;01;2016;06:30;262,17;53,14;24,66;16,6;38,53;3,7;15,9;3,76;18,52;8,69;48,66;27,81;2,19
Sun;03;01;2016;06:45;261,54;53,16;24,62;16,85;37,62;3,69;15,9;3,76;18,49;8,69;48,75;27,85;2,17
Sun;03;01;2016;07:00;262,49;53,19;24,6;16,61;37,63;3,7;15,92;3,76;18,54;8,7;49,81;27,86;2,17
Sun;03;01;2016;07:15;263,32;53,15;24,54;16,85;38,51;3,69;15,9;3,76;18,49;9,68;48,73;27,85;2,19
Sun;03;01;2016;07:30;261,37;53,17;24,61;16,62;37,61;3,71;15,89;3,76;18,56;8,73;48,72;27,85;2,17
Sun;03;01;2016;07:45;261,48;53,17;24,62;16,77;37,54;3,7;15,89;3,76;18,53;8,67;48,76;27,89;2,18
Sun;03;01;2016;08:00;261,6;53,19;24,61;16,7;37,63;3,7;15,9;3,76;18,52;8,72;48,79;27,91;2,18
Sun;03;01;2016;08:15;262,83;53,19;24,64;16,75;38,79;3,7;15,91;3,75;18,54;8,67;48,86;27,85;2,17
Sun;03;01;2016;08:30;262,58;53,15;24,66;16,73;37,61;3,7;15,9;3,76;18,57;9,7;48,66;27,95;2,18
Sun;03;01;2016;08:45;261,67;53,17;24,6;16,87;37,53;3,69;15,9;3,76;18,52;8,7;48,8;27,94;2,18
Sun;03;01;2016;09:00;262,79;53,21;24,65;16,63;38,68;3,7;15,9;3,76;18,54;8,69;48,87;27,98;2,17
Sun;03;01;2016;09:15;261,87;53,21;24,65;16,86;37,66;3,69;15,9;3,76;18,54;8,7;48,69;28,02;2,18
Sun;03;01;2016;09:30;261,74;53,25;24,64;16,63;37,58;3,7;15,92;3,76;18,57;8,68;48,85;27,99;2,18
Sun;03;01;2016;09:45;263,96;53,19;24,67;16,76;38,75;3,69;15,91;3,76;18,52;9,72;48,82;28;2,18
Sun;03;01;2016;10:00;261,84;53,23;24,64;16,74;37,62;3,71;15,91;3,76;18,5;8,69;48,8;28,06;2,17
Sun;03;01;2016;10:15;262,22;53,25;24,68;16,82;37,76;3,71;15,91;3,76;18,57;8,71;48,86;28,02;2,18
Sun;03;01;2016;10:30;262,02;53,28;24,66;16,71;37,67;3,71;15,91;3,77;18,6;8,72;48,79;28,04;2,17
Sun;03;01;2016;10:45;264,37;53,28;24,67;16,82;38,77;3,7;15,93;3,76;18,66;9,67;48,88;28,05;2,18
Sun;03;01;2016;11:00;263,51;53,35;24,73;16,75;37,79;3,71;15,92;3,76;18,58;8,73;49,91;28,09;2,18
Sun;03;01;2016;11:15;262,55;53,31;24,71;16,8;37,91;3,7;15,93;3,76;18,59;8,65;48,9;28,12;2,17
Sun;03;01;2016;11:30;263,52;53,41;24,71;16,8;38,84;3,71;15,93;3,76;18,62;8,67;48,78;28,11;2,17
Sun;03;01;2016;11:45;262,61;53,34;24,69;16,83;37,84;3,71;15,95;3,76;18,6;8,69;48,92;28,12;2,17
Sun;03;01;2016;12:00;263,24;53,42;24,76;16,8;37,85;3,72;15,93;3,76;18,62;9,17;48,9;28,13;2,17
Sun;03;01;2016;12:15;263,3;53,43;24,71;16,84;37,94;3,71;15,94;3,76;18,62;9,17;48,87;28,13;2,17
Sun;03;01;2016;12:30;263,76;53,4;24,73;16,78;38,9;3,71;15,94;3,76;18,65;8,72;48,89;28,09;2,19
Sun;03;01;2016;12:45;262,94;53,45;24,78;16,84;37,97;3,7;15,94;3,76;18,61;8,67;48,91;28,15;2,17
Sun;03;01;2016;13:00;263,87;53,44;24,79;16,79;37,9;3,72;15,95;3,77;18,61;8,7;49,96;28,08;2,18
Sun;03;01;2016;13:15;264,84;53,44;24,77;16,83;38,92;3,7;15,94;3,76;18,65;9,68;48,85;28,12;2,18
Sun;03;01;2016;13:30;262,89;53,41;24,79;16,81;37,97;3,72;15,93;3,76;18,62;8,71;48,93;28,06;2,17
Sun;03;01;2016;13:45;263,1;53,44;24,84;16,92;37,98;3,7;15,93;3,76;18,61;8,69;48,94;28,11;2,19
Sun;03;01;2016;14:00;263,8;53,47;24,84;16,71;38,88;3,72;15,93;3,77;18,63;8,69;48,88;28,11;2,17
Sun;03;01;2016;14:15;264,14;53,46;24,78;16,83;37,94;3,71;15,95;3,76;18,67;9,68;49,05;28,15;2,17
Sun;03;01;2016;14:30;263,02;53,51;24,82;16,82;37,95;3,72;15,94;3,76;18,64;8,73;48,87;28,1;2,18
Sun;03;01;2016;14:45;263,18;53,53;24,81;16,94;37,97;3,71;15,94;3,76;18,66;8,67;48,89;28,12;2,17
Sun;03;01;2016;15:00;265,05;53,5;24,78;16,71;38,96;3,71;15,95;3,77;18,64;8,71;50,01;28,13;2,18
Sun;03;01;2016;15:15;263,21;53,51;24,83;16,83;38,04;3,7;15,94;3,76;18,68;8,68;48,92;28,14;2,18
Sun;03;01;2016;15:30;264,12;53,49;24,86;16,81;37,96;3,71;15,96;3,76;18,68;9,72;48,9;28,09;2,17
Sun;03;01;2016;15:45;264,3;53,51;24,79;16,93;39,04;3,71;15,95;3,76;18,69;8,66;48,95;28,15;2,18
Sun;03;01;2016;16:00;263,06;53,49;24,86;16,71;38,05;3,71;15,95;3,77;18,66;8,67;48,91;28,11;2,18
Sun;03;01;2016;16:15;263,13;53,48;24,77;16,93;37,9;3,7;15,94;3,76;18,69;8,69;48,95;28,16;2,17
Sun;03;01;2016;16:30;264,15;53,56;24,86;16,73;38,95;3,72;15,96;3,77;18,68;8,68;48,93;28,15;2,18
Sun;03;01;2016;16:45;263,82;53,47;24,82;17,01;38;3,7;15,95;3,76;18,69;9,2;48,91;28,13;2,17
Sun;03;01;2016;17:00;264,81;53,57;24,81;16,75;38,03;3,72;15,95;3,77;18,68;9,2;49,99;28,16;2,18
Sun;03;01;2016;17:15;263,35;53,55;24,84;16,89;38,03;3,7;15,95;3,76;18,69;8,69;48,95;28,15;2,18
Sun;03;01;2016;17:30;264,46;53,61;24,88;16,84;39,08;3,71;15,96;3,77;18,7;8,67;48,91;28,17;2,18
Sun;03;01;2016;17:45;264,38;53,53;24,76;16,97;37,97;3,7;15,96;3,76;18,7;9,69;48,97;28,19;2,18
Sun;03;01;2016;18:00;263,31;53,56;24,84;16,73;38,01;3,71;15,95;3,76;18,68;8,68;48,98;28,21;2,19
Sun;03;01;2016;18:15;264,41;53,54;24,81;16,86;39,1;3,71;15,95;3,76;18,71;8,68;48,93;28,19;2,18
Sun;03;01;2016;18:30;263,44;53,61;24,79;16,87;37,94;3,72;15,95;3,77;18,7;8,72;48,98;28,23;2,18
Sun;03;01;2016;18:45;264,53;53,57;24,82;16,94;38,03;3,71;15,96;3,76;18,72;8,64;49,98;28,21;2,18
Sun;03;01;2016;19:00;265,46;53,57;24,83;16,78;39,02;3,72;15,96;3,77;18,72;9,7;48,96;28,25;2,18
Sun;03;01;2016;19:15;263,42;53,55;24,81;16,97;38,03;3,71;15,95;3,76;18,7;8,66;48,93;28,19;2,17
Sun;03;01;2016;19:30;264,2;54,41;24,81;16,74;37,97;3,71;15,95;3,77;18,7;8,69;48,98;28,21;2,25
Sun;03;01;2016;19:45;263,82;53,55;24,8;16,97;38,03;3,71;15,95;3,76;18,69;8,7;49,01;28,33;2,34
Sun;03;01;2016;20:00;265,31;53,54;24,83;16,72;39,03;3,72;15,96;3,77;18,68;9,66;48,91;28,32;2,19
Sun;03;01;2016;20:15;263,56;53,52;24,82;16,95;38,01;3,71;15,95;3,76;18,69;8,67;48,95;28,34;2,19
Sun;03;01;2016;20:30;263,16;53,53;24,81;16,73;38,06;3,72;15,95;3,76;18,67;8,68;48,88;28,19;2,18
Sun;03;01;2016;20:45;264,86;53,53;24,84;16,87;38,99;3,71;15,94;3,76;18,67;8,68;49,47;28,23;2,18
Sun;03;01;2016;21:00;263,69;53,5;24,79;16,78;37,94;3,72;15,95;3,77;18,69;8,69;49,46;28,21;2,19
Sun;03;01;2016;21:15;264,48;53,49;24,83;16,96;38,05;3,71;15,96;3,76;18,65;9,67;49,02;28,21;2,18
Sun;03;01;2016;21:30;264,03;53,48;24,86;16,73;38,97;3,72;15,95;3,77;18,67;8,64;48,83;28,24;2,18
Sun;03;01;2016;21:45;263,2;53,49;24,81;16,83;37,93;3,7;15,95;3,76;18,65;8,66;48,98;28,26;2,19
Sun;03;01;2016;22:00;263,26;53,52;24,84;16,84;37,95;3,71;15,96;3,77;18,65;8,66;48,96;28,24;2,18
Sun;03;01;2016;22:15;263,19;53,52;24,78;16,84;38,04;3,71;15,95;3,76;18,66;8,64;48,94;28,17;2,19
Sun;03;01;2016;22:30;265,05;53,4;24,88;16,83;38,97;3,72;15,96;3,77;18,64;9,61;48,91;28,19;2,18
Sun;03;01;2016;22:45;264,2;53,49;24,79;16,88;38,03;3,7;15,95;3,76;18,64;8,66;49,87;28,24;2,18
Sun;03;01;2016;23:00;263,01;53,46;24,85;16,73;38;3,72;15,94;3,77;18,64;8,63;48,95;28,15;2,18
Sun;03;01;2016;23:15;263,8;53,43;24,78;16,79;38,88;3,7;15,95;3,76;18,63;8,65;48,93;28,14;2,18
Sun;03;01;2016;23:30;263,86;53,44;24,79;16,79;37,91;3,71;15,95;3,76;18,61;9,64;48,89;28,19;2,18
Sun;03;01;2016;23:45;264,33;53,41;24,81;16,91;39,34;3,72;15,96;3,76;18,62;8,64;48,88;28,12;2,17
Mon;04;01;2016;00:00;261,25;53,36;24,76;16,68;36,56;3,72;15,94;3,77;18,61;8,63;48,92;28,14;2,18
Mon;04;01;2016;00:15;263,71;53,32;24,82;16,89;38,85;3,7;15,93;3,76;18,63;8,65;48,86;28,12;2,18
Mon;04;01;2016;00:30;262,47;53,32;24,81;16,65;37,92;3,71;15,92;3,77;18,63;8,64;48,81;28,12;2,18
Mon;04;01;2016;00:45;263,74;53,41;24,75;16,9;37,95;3,69;15,94;3,76;18,57;9,64;48,82;28,14;2,18
Mon;04;01;2016;01:00;264,21;53,39;24,77;16,65;38,76;3,7;15,92;3,76;18,56;8,63;49,85;28,05;2,18
Mon;04;01;2016;01:15;262,58;53,31;24,78;16,8;37,91;3,69;15,92;3,76;18,6;8,63;48,94;28,08;2,18
Mon;04;01;2016;01:30;262,21;53,37;24,79;16,75;37,79;3,71;15,91;3,76;18,57;8,63;48,68;28,08;2,17
Mon;04;01;2016;01:45;263,26;53,33;24,77;16,77;38,83;3,69;15,91;3,76;18,56;8,63;48,83;28;2,18
Mon;04;01;2016;02:00;263,31;53,35;24,8;16,74;37,83;3,71;15,92;3,76;18,54;9,65;48,8;28,02;2,18
Mon;04;01;2016;02:15;262,29;53,34;24,77;16,82;37,75;3,69;15,9;3,75;18,56;8,65;48,94;27,95;2,18
Mon;04;01;2016;02:30;261,89;53,29;24,75;16,7;37,78;3,7;15,9;3,76;18,55;8,61;48,63;28,05;2,18
Mon;04;01;2016;02:45;263,12;53,33;24,75;16,78;38,79;3,69;15,9;3,76;18,52;8,65;48,81;27,98;2,18
Mon;04;01;2016;03:00;262,95;53,26;24,79;16,69;37,75;3,7;15,89;3,76;18,52;9,61;48,84;27,96;2,18
Mon;04;01;2016;03:15;261,95;53,33;24,75;16,79;37,77;3,69;15,9;3,75;18,52;8,65;48,69;27,93;2,18
Mon;04;01;2016;03:30;263,04;53,26;24,73;16,68;38,67;3,7;15,89;3,76;18,52;8,65;48,95;28,05;2,18
Mon;04;01;2016;03:45;261,9;53,31;24,77;16,76;37,81;3,69;15,89;3,76;18,54;8,59;48,71;27,9;2,18
Mon;04;01;2016;04:00;261,71;53,27;24,75;16,7;37,66;3,7;15,9;3,76;18,51;8,63;48,73;27,92;2,17
Mon;04;01;2016;04:15;263,81;53,32;24,77;16,74;38,7;3,69;15,9;3,75;18,49;9,61;48,71;27,96;2,18
Mon;04;01;2016;04:30;261,76;53,25;24,76;16,72;37,67;3,7;15,91;3,76;18,48;8,63;48,74;27,96;2,17
Mon;04;01;2016;04:45;261,92;53,26;24,78;16,8;37,79;3,69;15,9;3,75;18,52;8,61;48,71;27,93;2,18
Mon;04;01;2016;05:00;262,97;53,32;24,8;16,65;37,72;3,7;15,9;3,76;18,5;8,63;49,86;27,95;2,18
Mon;04;01;2016;05:15;261,62;53,26;24,74;16,77;38,65;3,69;15,9;3,75;18,51;8,62;47,63;27,94;2,17
Mon;04;01;2016;05:30;263,61;53,22;24,74;16,69;37,65;3,7;15,92;3,76;18,5;9,63;49,72;27,9;2,18
Mon;04;01;2016;05:45;261,93;53,25;24,76;16,75;37,72;3,69;15,9;3,75;18,51;8,62;48,85;27,95;2,18
Mon;04;01;2016;06:00;262,74;53,21;24,77;16,74;38,72;3,7;15,91;3,76;18,51;8,61;48,73;27,92;2,17
Mon;04;01;2016;06:15;261,85;53,26;24,79;16,84;37,66;3,68;15,91;3,75;18,54;8,62;48,72;27,9;2,18
Mon;04;01;2016;06:30;262,79;53,28;24,79;16,62;37,77;3,7;15,9;3,76;18,52;9,6;48,74;27,93;2,19
Mon;04;01;2016;06:45;262,66;53,25;24,75;16,85;38,58;3,69;15,91;3,75;18,52;8,61;48,7;27,88;2,17
Mon;04;01;2016;07:00;261,8;53,31;24,8;16,62;37,71;3,7;15,9;3,76;18,52;8,62;48,8;27,89;2,17
Mon;04;01;2016;07:15;262;53,33;24,75;16,75;37,69;3,69;15,91;3,75;18,54;8,63;48,85;27,95;2,17
Mon;04;01;2016;07:30;261,74;53,3;24,78;16,75;37,61;3,7;15,9;3,76;18,54;8,59;48,71;27,93;2,17
Mon;04;01;2016;07:45;264,32;53,34;24,84;16,9;38,73;3,7;15,91;3,76;18,56;9,62;48,84;27,96;2,17
Mon;04;01;2016;08:00;261,97;53,37;24,72;16,67;37,68;3,7;15,92;3,76;18,55;8,61;48,8;28,01;2,18
Mon;04;01;2016;08:15;262,58;53,38;24,86;16,92;37,81;3,7;15,91;3,75;18,57;8,6;48,86;28,02;2,18
Mon;04;01;2016;08:30;263,1;53,37;24,73;16,67;38,78;3,73;15,92;3,76;18,56;8,61;48,76;28,04;2,17
Mon;04;01;2016;08:45;262,78;53,45;24,79;16,91;37,9;3,71;15,93;3,76;18,58;8,58;48,83;28,14;2,18
Mon;04;01;2016;09:00;263,72;53,52;24,79;16,69;37,78;3,73;15,94;3,76;18,61;9,64;48,89;28,2;2,18
Mon;04;01;2016;09:15;264,29;53,5;24,86;16,88;37,87;3,72;15,92;3,76;18,59;8,69;49,94;28,23;2,33
Mon;04;01;2016;09:30;264,12;53,57;24,77;16,73;38,85;3,73;15,85;3,76;18,6;8,66;49,07;28,23;2,29
Mon;04;01;2016;09:45;264,6;53,61;24,79;16,89;37,89;3,73;16,06;3,76;18,61;9,69;49;28,29;2,29
Mon;04;01;2016;10:00;263,44;53,64;24,84;16,77;37,93;3,74;15,98;3,77;18,59;8,68;48,9;28,29;2,29
Mon;04;01;2016;10:15;264,63;53,62;24,83;16,89;39,01;3,72;15,95;3,8;18,62;8,71;48,89;28,32;2,29
Mon;04;01;2016;10:30;263,17;53,62;24,83;16,74;37,99;3,73;15,58;3,85;18,6;8,66;49;28,3;2,27
Mon;04;01;2016;10:45;265,05;53,59;24,83;16,84;38,02;3,73;16,37;3,84;18,65;9,63;48,92;28,34;2,29
Mon;04;01;2016;11:00;265,85;53,62;24,83;16,83;38,9;3,74;15,95;3,84;18,59;8,7;50,21;28,35;2,29
Mon;04;01;2016;11:15;263,95;53,63;24,83;16,97;37,99;3,73;15,95;3,83;18,63;8,67;49,03;28,39;2,29
Mon;04;01;2016;11:30;263,64;53,6;24,79;16,72;38,12;3,75;15,95;3,83;18,61;8,67;48,95;28,35;2,29
Mon;04;01;2016;11:45;264,75;53,7;24,82;16,85;37,92;3,74;15,94;3,84;18,64;9,65;48,98;28,37;2,29
Mon;04;01;2016;12:00;264,97;53,66;24,85;16,78;39,1;3,74;15,94;3,83;18,64;8,69;49,07;28,38;2,29
Mon;04;01;2016;12:15;263,74;53,66;24,78;16,93;37,98;3,74;15,94;3,83;18,66;8,71;48,88;28,34;2,29
Mon;04;01;2016;12:30;263,61;53,63;24,81;16,68;38,15;3,75;15,93;3,83;18,63;8,65;48,95;28,32;2,29
Mon;04;01;2016;12:45;266,8;53,59;24,81;16,93;39,09;3,74;15,95;3,83;18,68;9,67;49,95;28,29;2,28
Mon;04;01;2016;13:00;263,45;53,62;24,82;16,71;38,05;3,75;15,92;3,83;18,62;8,66;48,92;28,29;2,26
Mon;04;01;2016;13:15;263,6;53,61;24,85;16,94;37,99;3,73;15,93;3,82;18,66;8,63;48,94;28,24;2,26
Mon;04;01;2016;13:30;264,33;53,66;24,74;16,69;38,97;3,74;15,93;3,81;18,63;8,62;49,03;28,28;2,24
Mon;04;01;2016;13:45;264,56;53,61;24,79;16,96;38,02;3,73;15,95;3,79;18,64;9,61;48,96;28,26;2,26
Mon;04;01;2016;14:00;263,44;53,72;24,82;16,71;37,96;3,74;15,96;3,79;18,62;8,65;48,87;28,34;2,27
Mon;04;01;2016;14:15;266,14;53,67;24,84;16,98;39,18;3,74;15,95;3,78;18,66;8,64;50,05;28,38;2,28
Mon;04;01;2016;14:30;263,66;53,7;24,76;16,75;37,96;3,75;15,95;3,79;18,63;8,69;49,04;28,35;2,29
Mon;04;01;2016;14:45;265,12;53,72;24,84;16,98;38,13;3,75;15,95;3,79;18,65;9,7;49;28,36;2,28
Mon;04;01;2016;15:00;264,7;53,72;24,82;16,73;39,07;3,75;15,94;3,8;18,62;8,68;48,9;28,38;2,29
Mon;04;01;2016;15:15;264,02;53,68;24,83;16,89;38,15;3,73;15,95;3,82;18,65;8,68;49,01;28,33;2,28
Mon;04;01;2016;15:30;264,59;53,68;24,74;16,79;38,06;3,74;15,93;3,83;18,62;9,71;48,9;28,32;2,27
Mon;04;01;2016;15:45;265,94;53,71;24,83;16,92;39,08;3,73;15,93;3,82;18,67;8,75;49,91;28,32;2,26
Mon;04;01;2016;16:00;263,64;53,73;24,75;16,7;38,11;3,75;15,93;3,83;18,61;8,7;48,96;28,29;2,27
Mon;04;01;2016;16:15;265;53,72;24,85;16,93;38,04;3,73;15,94;3,83;18,66;9,71;48,97;28,34;2,28
Mon;04;01;2016;16:30;263,62;53,75;24,78;16,68;38,01;3,74;15,93;3,83;18,64;8,69;48,97;28,34;2,28
Mon;04;01;2016;16:45;264,93;53,71;24,82;16,86;39,1;3,72;15,93;3,81;18,66;8,69;48,98;28,38;2,28
Mon;04;01;2016;17:00;263,81;53,72;24,84;16,79;38,05;3,73;15,93;3,82;18,62;8,64;48,97;28,44;2,28
Mon;04;01;2016;17:15;265,96;53,71;24,81;16,95;38,01;3,72;15,93;3,8;18,66;9,67;50,01;28,4;2,29
Mon;04;01;2016;17:30;264,72;53,68;24,89;16,67;39,08;3,72;15,95;3,81;18,64;8,69;48,88;28,42;2,29
Mon;04;01;2016;17:45;263,48;53,56;24,74;16,81;38,05;3,71;15,93;3,8;18,66;8,62;48,93;28,37;2,3
Mon;04;01;2016;18:00;263,47;53,56;24,82;16,8;38,03;3,73;15,94;3,81;18,65;8,65;48,96;28,28;2,26
Mon;04;01;2016;18:15;265,52;53,5;24,83;16,82;39,03;3,71;15,93;3,82;18,68;9,63;49,02;28,3;2,25
Mon;04;01;2016;18:30;263,52;53,55;24,8;16,81;38,06;3,73;15,94;3,81;18,63;8,65;49,05;28,27;2,24
Mon;04;01;2016;18:45;263,29;53,54;24,76;16,93;38,03;3,72;15,95;3,81;18,68;8,61;48,76;28,26;2,24
Mon;04;01;2016;19:00;264,21;53,49;24,83;16,69;38,02;3,72;15,93;3,81;18,65;8,63;49,95;28,26;2,25
Mon;04;01;2016;19:15;264,52;53,48;24,79;16,82;39,05;3,71;15,93;3,78;18,68;8,63;48,94;28,33;2,38
Mon;04;01;2016;19:30;264,12;53,4;24,76;16,78;37,96;3,72;15,92;3,77;18,64;9,62;48,96;28,29;2,31
Mon;04;01;2016;19:45;263,23;53,44;24,73;16,91;38,04;3,71;15,93;3,76;18,66;8,64;48,94;28,23;2,23
Mon;04;01;2016;20:00;263,94;53,39;24,74;16,67;39,07;3,72;15,92;3,77;18,62;8,61;48,88;28,28;2,27
Mon;04;01;2016;20:15;263,1;53,35;24,78;16,91;37,95;3,71;15,92;3,77;18,67;8,63;48,92;28,24;2,24
Mon;04;01;2016;20:30;266,25;53,38;24,75;16,66;39,29;3,73;15,92;3,77;18,64;9,63;49,99;28,26;2,24
Mon;04;01;2016;20:45;262,66;53,39;24,77;16,81;37,73;3,72;15,92;3,76;18,66;8,61;48,86;28,21;2,24
Mon;04;01;2016;21:00;262,89;53,35;24,7;16,75;38,02;3,72;15,94;3,77;18,62;8,64;48,88;28,25;2,23
Mon;04;01;2016;21:15;263,16;53,42;24,76;16,85;37,95;3,72;15,93;3,77;18,67;8,6;48,98;28,29;2,24
Mon;04;01;2016;21:30;262,92;53,41;24,76;16,68;37,97;3,72;15,93;3,77;18,65;8,62;48,9;28,29;2,23
Mon;04;01;2016;21:45;265,07;53,37;24,72;16,89;39;3,71;15,93;3,77;18,66;9,63;48,88;28,27;2,24
Mon;04;01;2016;22:00;262,92;53,36;24,76;16,72;38,05;3,72;15,92;3,77;18,64;8,62;48,9;28,26;2,19
Mon;04;01;2016;22:15;262,9;53,35;24,68;16,91;37,92;3,72;15,94;3,76;18,67;8,63;48,94;28,21;2,18
Mon;04;01;2016;22:30;264,75;53,36;24,74;16,65;38,97;3,72;15,92;3,77;18,64;8,59;49,93;28,26;2,2
Mon;04;01;2016;22:45;262,73;53,28;24,7;16,89;37,94;3,71;15,92;3,77;18,68;8,62;48,86;28,19;2,18
Mon;04;01;2016;23:00;263,61;53,3;24,7;16,66;38;3,72;15,92;3,77;18,65;9,65;48,81;28,25;2,18
Mon;04;01;2016;23:15;262,55;53,26;24,72;16,79;37,86;3,71;15,92;3,77;18,68;8,59;48,86;28,22;2,18
Mon;04;01;2016;23:30;263,45;53,22;24,68;16,74;38,87;3,72;15,93;3,77;18,64;8,61;48,88;28,22;2,18
Mon;04;01;2016;23:45;262,66;53,26;24,69;16,88;37,83;3,72;15,92;3,76;18,67;8,64;48,93;28,17;2,18
Tue;05;01;2016;00:00;263,14;53,2;24,7;16,65;37,81;3,72;15,91;3,77;18,65;9,59;48,76;28,19;2,19
Tue;05;01;2016;00:15;263,18;53,09;24,7;16,78;38,78;3,7;15,91;3,76;18,71;8,57;48,83;28,18;2,17
Tue;05;01;2016;00:30;262,19;53,12;24,64;16,7;37,8;3,72;15,91;3,77;18,72;8,61;48,79;28,23;2,18
Tue;05;01;2016;00:45;262,15;53,05;24,69;16,75;37,93;3,71;15,9;3,77;18,64;8,61;48,77;28,16;2,18
Tue;05;01;2016;01:00;262,72;53,11;24,62;16,72;38,56;3,7;15,89;3,77;18,65;8,56;48,77;28,17;2,18
Tue;05;01;2016;01:15;262,97;53,02;24,69;16,84;37,73;3,7;15,89;3,76;18,64;9,59;48,78;28,14;2,18
Tue;05;01;2016;01:30;262,66;53,07;24,67;16,6;37,7;3,71;15,89;3,77;18,57;8,59;49,75;28,15;2,19
Tue;05;01;2016;01:45;261,66;52,98;24,63;16,83;37,65;3,69;15,9;3,76;18,58;8,58;48,77;28,1;2,18
Tue;05;01;2016;02:00;262,55;53,03;24,73;16,6;38,73;3,71;15,89;3,77;18,53;8,55;48,71;28,14;2,18
Tue;05;01;2016;02:15;261,43;52,96;24,6;16,85;37,57;3,7;15,88;3,76;18,56;8,58;48,72;28,07;2,18
Tue;05;01;2016;02:30;262,19;52,96;24,6;16,59;37,58;3,71;15,88;3,77;18,53;9,57;48,76;28,06;2,18
Tue;05;01;2016;02:45;262,53;52,92;24,65;16,84;38,64;3,71;15,88;3,77;18,55;8,58;48,74;28,07;2,19
Tue;05;01;2016;03:00;260,99;52,91;24,61;16,59;37,48;3,72;15,9;3,76;18,51;8,6;48,67;28,07;2,17
Tue;05;01;2016;03:15;261,41;52,9;24,69;16,83;37,61;3,71;15,88;3,77;18,52;8,57;48,71;28,04;2,18
Tue;05;01;2016;03:30;261,06;52,87;24,65;16,59;37,58;3,72;15,88;3,77;18,51;8,59;48,69;28,03;2,18
Tue;05;01;2016;03:45;263,18;52,81;24,59;16,82;38,55;3,69;15,88;3,76;18,52;9,59;48,75;28,05;2,18
Tue;05;01;2016;04:00;261,03;52,82;24,64;16,58;37,57;3,71;15,88;3,77;18,49;8,6;48,78;28,03;2,18
Tue;05;01;2016;04:15;261,18;52,82;24,63;16,82;37,57;3,69;15,91;3,76;18,52;8,59;48,71;27,97;2,18
