Vodafone - Realtime Data;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;
At: January 31, 2018 11:09 (Europe/Lisbon);;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC OMCs Report (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Tue;03;01;2017;02:30;75,88;2,53;3,62;5,19;29,3;3,72;3,27;13,09;2,89;1,57;1,3;9,07;0,33
Tue;03;01;2017;02:45;74,76;1,1;3,63;5,45;29,59;5,08;3,27;12,6;2,89;1,62;1,2;8,1;0,23
Tue;03;01;2017;03:00;79,85;3,26;3,61;6,1;29,82;4,9;3,25;14,38;2,89;1,91;1,4;8,09;0,23
Tue;03;01;2017;03:15;74,96;0,95;3,62;5,97;28,48;4,21;3,25;14,04;2,89;1,91;1,3;8,11;0,23
Tue;03;01;2017;03:30;75,72;2,63;3,62;5,81;28,9;3,46;3,24;13,89;2,89;1,56;1,4;8,1;0,23
Tue;03;01;2017;03:45;74,08;1,86;3,62;5,25;29,86;3,45;3,26;11,58;2,89;1,52;1,2;8,11;1,49
Tue;03;01;2017;04:00;75,01;1,69;3,63;5,69;28,75;3,65;3,25;13,78;2,89;1,96;1,4;8,09;0,23
Tue;03;01;2017;04:15;77,91;2,81;3,62;5,99;30,3;4;3,26;14,01;2,89;1,42;1,3;8,09;0,23
Tue;03;01;2017;04:30;73,1;1,5;3,63;6,09;28,48;3,36;3,26;12,46;2,89;1,91;1,2;8,09;0,23
Tue;03;01;2017;04:45;73,02;2,2;3,62;5,42;30,11;3;3,25;10,93;2,89;1,91;1,3;8,15;0,23
Tue;03;01;2017;05:00;75,45;2,47;3,63;5,23;28,73;3,38;3,27;13,09;2,89;1,63;1,2;8,13;1,8
Tue;03;01;2017;05:15;75,34;1,32;3,63;5,99;30,65;3,31;3,25;12,4;2,89;1,52;1,2;8,09;1,1
Tue;03;01;2017;05:30;75,07;2,69;3,63;5,98;30,03;3,39;3,27;11,62;2,89;1,94;1,3;8,11;0,23
Tue;03;01;2017;05:45;75,71;2,5;3,62;5,92;28,97;3,37;3,25;14,22;2,89;1,27;1,2;8,26;0,23
Tue;03;01;2017;06:00;74,62;1,35;3,62;5,47;30,62;3,37;3,26;11,02;2,89;1,9;1,2;9,7;0,23
Tue;03;01;2017;06:15;79,86;2,24;3,62;5,29;30,27;3,57;3,27;12,92;2,89;1,89;1;9,79;3,12
Tue;03;01;2017;06:30;76,62;2,42;3,62;5,62;28,36;3,47;3,27;13,91;2,89;1,88;1,2;9,75;0,23
Tue;03;01;2017;06:45;73,11;1,35;3,6;5,88;29,41;3,16;3,26;10,57;2,89;1,89;1,1;9,77;0,23
Tue;03;01;2017;07:00;75,52;3;3,62;5,88;30,1;3,37;3,28;11,2;2,89;0,94;1,2;9,81;0,23
Tue;03;01;2017;07:15;76,24;1,62;3,63;5,82;28,79;3,89;3,25;13,92;2,89;1,06;1,1;9,79;0,49
Tue;03;01;2017;07:30;75,9;2,36;3,63;5,24;29,52;3,44;3,26;12,05;2,89;1,42;1,1;9,79;1,19
Tue;03;01;2017;07:45;73,05;2,18;3,62;5,36;29,67;3,26;3,25;10,33;2,89;1,25;1;10;0,24
Tue;03;01;2017;08:00;76,41;1,5;3,62;5,86;28,87;3,66;3,25;13,43;2,89;1,48;1,2;10,42;0,23
Tue;03;01;2017;08:15;76,97;3,03;3,6;5,77;29,8;4,01;3,25;11,34;2,89;1,13;1,1;9,82;1,25
Tue;03;01;2017;08:30;76,26;1,63;3,59;5,9;29,73;3,1;3,25;13;2,89;1,87;1,2;9,75;0,35
Tue;03;01;2017;08:45;75,58;2,17;3,58;4,76;30,04;3,51;3,26;13,22;2,89;1,09;1,1;9,72;0,23
Tue;03;01;2017;09:00;82,34;2,47;3,61;4,76;36,68;3,47;3,26;12,3;2,89;1,75;1,2;9,71;0,23
Tue;03;01;2017;09:15;69,67;1,45;3,65;5,91;21,09;3,44;3,26;13,79;2,89;1,61;1,1;9,73;1,75
Tue;03;01;2017;09:30;76,12;2,87;3,65;4,78;30,36;3,76;3,27;11,33;2,89;1,17;1,1;9,73;1,22
Tue;03;01;2017;09:45;79,21;1,95;3,64;6,03;31,19;3,28;3,26;14,42;2,89;1,63;0,9;9,8;0,23
Tue;03;01;2017;10:00;75,89;1,67;3,64;5,19;30,9;3,14;3,27;12,64;2,89;1,43;1,1;9,78;0,22
Tue;03;01;2017;10:15;76,68;2,99;3,64;5,81;29,96;3,42;3,27;12,1;2,89;1,46;1,13;9,78;0,22
Tue;03;01;2017;10:30;81,38;1,32;3,63;6,32;29,94;3,59;3,27;14,68;2,89;1,7;1,13;9,99;2,92
Tue;03;01;2017;10:45;77,72;2,71;3,63;4,89;29,16;3,57;3,27;14,14;2,89;1,67;1,13;10,44;0,22
Tue;03;01;2017;11:00;77,24;1,97;3,63;6,5;31,24;3,29;3,26;11,55;2,89;1,43;1,2;10,05;0,23
Tue;03;01;2017;11:15;76,63;1,98;3,62;5,62;30,39;3,37;3,26;12,65;2,89;1,66;1,2;9,76;0,22
Tue;03;01;2017;11:30;79,09;2,8;3,62;5,7;29,15;3,8;3,26;14,92;2,89;1,57;1,2;9,95;0,22
Tue;03;01;2017;11:45;80,42;1,33;3,63;6,67;30,24;3,57;3,26;15,18;2,89;1,66;1,4;10,36;0,23
Tue;03;01;2017;12:00;87,85;3,31;3,63;11,62;30,38;3,36;3,23;15,42;2,89;1,78;1,6;10,4;0,22
Tue;03;01;2017;12:15;88,56;1,49;3,62;12,57;30,94;4,08;3,26;15,82;2,89;1,62;1,6;10,43;0,23
Tue;03;01;2017;12:30;92,32;2,8;3,65;10,11;30,46;3,68;3,26;15,86;2,89;2,06;1,6;9,99;5,98
Tue;03;01;2017;12:45;83,07;3,34;3,62;6,78;29,49;3,81;3,25;16,05;2,89;1,92;1,6;10,08;0,23
Tue;03;01;2017;13:00;88,03;1,13;9,27;8,19;29,72;3,26;3,25;15,75;2,89;1,92;1,7;10,72;0,23
Tue;03;01;2017;13:15;88,94;3,16;3,64;8,22;30,25;3,59;3,26;17,5;2,89;1,91;1,8;12,5;0,23
Tue;03;01;2017;13:30;92,03;3,16;3,62;8,19;30,95;3,16;3,25;17,36;2,89;1,91;2,1;15,2;0,23
Tue;03;01;2017;13:45;93,4;1,66;3,62;8,19;30,77;3,67;3,25;17,2;2,89;1,91;2,1;13,33;4,79
Tue;03;01;2017;14:00;90,35;3,15;3,62;8,2;30,82;3,77;3,25;17,22;2,89;1,91;2,5;12,79;0,23
Tue;03;01;2017;14:15;93,19;2,13;7,23;8,17;30,61;3,21;3,25;17,19;2,89;1,91;2,4;13,98;0,23
Tue;03;01;2017;14:30;94,52;2,31;3,61;8,16;30,4;3,11;3,26;17,08;2,89;1,91;2,6;15,7;3,49
Tue;03;01;2017;14:45;93,28;2,68;3,61;8,16;29,01;3,73;3,25;18,76;2,89;2,49;2,7;15,66;0,34
Tue;03;01;2017;15:00;92,13;1,78;4,28;8,16;30,38;3,61;3,26;19,38;2,89;1,96;2,6;13,08;0,76
Tue;03;01;2017;15:15;93,55;3,14;4,88;8,15;30,57;3,71;3,29;17,02;2,89;1,95;2,6;13,45;1,89
Tue;03;01;2017;15:30;85,58;1,34;3,6;8,16;28,65;3,24;3,25;16,25;2,89;1,95;2,5;13,52;0,22
Tue;03;01;2017;15:45;98,79;3,14;8,34;7,41;31,43;3,39;3,26;19,39;2,89;1,95;2,5;13,52;1,57
Tue;03;01;2017;16:00;94,63;2,23;3,78;8,15;29,85;4,23;3,27;16,87;2,89;1,95;2,3;13,53;5,58
Tue;03;01;2017;16:15;87,49;1,73;3,61;8,16;30,43;3,19;3,26;16,2;2,89;1,94;2,3;13,54;0,23
Tue;03;01;2017;16:30;94,46;3,15;5,58;8,16;29,49;4,03;3,28;16,19;2,89;2,41;1,9;15,12;2,26
Tue;03;01;2017;16:45;87,7;1,62;4,39;8,16;31,42;3,64;3,26;16,1;2,89;1,96;1,8;11,59;0,87
Tue;03;01;2017;17:00;84,22;2,07;3,62;8,16;30,18;3,5;3,27;16,14;2,89;1,9;1,8;10,48;0,23
Tue;03;01;2017;17:15;90,22;3,15;3,62;8,15;30,95;3,26;3,28;16,17;2,89;2,49;1,7;11,79;2,77
Tue;03;01;2017;17:30;85,68;1,9;3,59;8,12;29,7;3,69;3,26;16,28;2,89;1,95;1,8;12,27;0,22
Tue;03;01;2017;17:45;87,29;2,04;6,64;8,13;29,77;3,61;3,28;16,06;2,89;1,95;1,6;10,57;0,75
Tue;03;01;2017;18:00;87,11;3,15;3,57;8,15;30,34;3,16;3,27;15,69;2,89;1,95;1,6;11,16;2,17
Tue;03;01;2017;18:15;84,49;1,62;3,58;8,13;30,16;3,31;3,26;15,57;2,89;1,95;1,4;12,4;0,22
Tue;03;01;2017;18:30;85,68;2,22;3,58;8,13;30,22;3,51;3,28;14,58;2,89;1,95;1,5;10,61;3,21
Tue;03;01;2017;18:45;84,08;3,14;3,59;7,82;28,92;3,49;3,25;16,23;2,89;1,95;1,5;10,78;0,51
Tue;03;01;2017;19:00;82,73;1,72;3,6;6,48;30,17;3,06;3,25;15,39;2,89;1,95;1,4;12,6;0,23
Tue;03;01;2017;19:15;84,93;2,05;3,6;7,82;29,66;3,09;3,26;14,9;2,89;1,95;1,4;11,1;3,2
Tue;03;01;2017;19:30;84,91;3,14;3,61;8;31,04;4,03;3,26;14,6;2,89;1,95;1,4;10,65;0,34
Tue;03;01;2017;19:45;78,58;1,4;3,61;8,01;30;3,67;3,26;10,5;2,89;1,95;1,5;11,57;0,23
Tue;03;01;2017;20:00;87,37;2,63;3,61;8;31,29;3,38;3,26;14,58;2,89;1,95;1,5;11,73;2,56
Tue;03;01;2017;20:15;85,83;2,73;3,61;8;31,58;3,7;3,27;15,97;2,89;1,95;1,4;10,5;0,23
Tue;03;01;2017;20:30;83,11;1,49;3,62;7,99;30,7;3,55;3,26;13,72;2,89;1,95;1,4;10,53;2,01
Tue;03;01;2017;20:45;81,68;3,16;3,63;8;30,98;3,51;3,26;11,93;2,89;1,96;1,6;10,54;0,23
Tue;03;01;2017;21:00;80,54;1,47;3,36;7,99;29,3;3,77;3,26;14,44;2,89;1,97;1,3;10,56;0,23
Tue;03;01;2017;21:15;79,73;2,45;2,93;8;28,83;3,17;3,26;12,06;2,89;1,97;1,3;10,55;2,33
Tue;03;01;2017;21:30;78,91;3,16;3,63;6,64;29,51;3,1;3,26;12,63;2,89;1,97;1,3;10,59;0,23
Tue;03;01;2017;21:45;79,62;0,87;3,65;8,01;29,15;3,3;3,26;14,63;2,89;1,97;1,1;10,57;0,23
Tue;03;01;2017;22:00;77,9;3,04;3,12;8;25,81;3,77;3,26;11,92;2,89;1,97;1,4;10,52;2,22
Tue;03;01;2017;22:15;79,74;2,63;3,07;8;31,55;3,04;3,26;11,35;2,89;1,97;1,2;10,56;0,23
Tue;03;01;2017;22:30;78,94;1,43;3,59;8,01;28,57;3,16;3,25;14,2;2,89;1,96;1,3;10,34;0,23
Tue;03;01;2017;22:45;77,83;3,16;3,3;6,35;27,96;3,3;3,26;11,84;2,89;1,96;1,2;9,97;2,65
Tue;03;01;2017;23:00;70,27;2,13;2,9;1,75;28,53;3,76;3,25;11,59;2,89;1,95;1,1;10,19;0,23
Tue;03;01;2017;23:15;72,35;1,71;3,46;1,97;28,56;2,94;3,26;13,67;2,89;1,94;1,2;10,52;0,23
Tue;03;01;2017;23:30;77;3,15;3,6;4,62;29,16;3,45;3,25;11,52;2,89;1,95;1,2;9,91;2,29
Tue;03;01;2017;23:45;74,34;2,11;2,91;4,69;29,71;3,72;3,26;11,8;2,89;1,94;1,1;9,88;0,32
Wed;04;01;2017;00:00;76,25;1,73;3,11;4,69;32,52;3,67;3,24;11,32;2,89;1,93;1,1;9,82;0,22
Wed;04;01;2017;00:15;79,36;3,16;3,61;5,04;31,08;3,39;3,25;13,22;2,89;1,94;1,1;9,88;0,78
Wed;04;01;2017;00:30;75,54;1,91;3,12;5,04;29,79;3,66;3,25;11,19;2,89;1,94;1,1;9,88;1,79
Wed;04;01;2017;00:45;73,67;1,73;2,91;4,68;29,66;3,74;3,25;11,75;2,89;1,94;1;9,9;0,23
Wed;04;01;2017;01:00;74,41;3,17;3,5;5,44;27,9;3,44;3,25;11,66;2,89;1,95;1,1;9,88;0,23
Wed;04;01;2017;01:15;77,11;1,96;3,46;4,71;29,63;2,89;3,26;13,33;2,89;1,94;1,2;9,93;1,9
Wed;04;01;2017;01:30;74,48;1,53;2,93;5,37;30,88;3,57;3,25;11,01;2,89;1,94;0,9;9,95;0,26
Wed;04;01;2017;01:45;76,38;2,14;3,09;5,21;31,58;3,58;3,27;11,49;2,89;1,95;1;9,96;0,23
Wed;04;01;2017;02:00;71,84;1,92;3,66;4,88;28,74;3,16;3,26;10,84;2,89;1,95;1,1;9,21;0,23
Wed;04;01;2017;02:15;74,18;3,37;3,07;5,35;29,67;3,15;3,25;11,45;2,89;1,95;1;8,23;0,8
Wed;04;01;2017;02:30;70,01;1,07;2,93;4,88;28,23;3,32;3,25;11,39;2,89;1,94;1,1;8,21;0,78
Wed;04;01;2017;02:45;72,83;2,91;3,44;5,22;29,09;3,71;3,27;10,91;2,89;1,94;1;8,21;0,23
Wed;04;01;2017;03:00;71,4;2,71;3,49;5,39;28,25;3,13;3,26;11,42;2,89;1,4;1;8,24;0,23
Wed;04;01;2017;03:15;73,14;0,93;2,91;5,18;31,58;3,14;3,26;10,81;2,89;1,88;1,1;8,22;1,24
Wed;04;01;2017;03:30;75,28;3,37;3,07;4,89;31,4;3,85;3,26;11,28;2,89;1,91;0,9;8,23;0,23
Wed;04;01;2017;03:45;69,65;2,1;3,62;5,46;25,82;3,44;3,26;11,58;2,89;1,91;1,1;8,23;0,23
Wed;04;01;2017;04:00;74,24;1,75;3,18;5,48;31,89;3,44;3,27;10,94;2,89;1,9;1;8,26;0,23
Wed;04;01;2017;04:15;76,14;3,37;2,91;4,67;27,52;3,77;3,26;14,21;2,89;1,2;1;8,22;3,12
Wed;04;01;2017;04:30;76,23;0,97;3,5;5,4;33,42;3,73;3,26;11,66;2,89;1,94;1;8,24;0,23
Wed;04;01;2017;04:45;75,16;3,02;3,46;5,45;31,95;3,12;3,26;11,29;2,89;1,26;1;8,23;0,23
Wed;04;01;2017;05:00;72,83;2,15;2,92;5,49;29,42;3,26;3,25;12,15;2,89;1,91;0,9;8,24;0,23
Wed;04;01;2017;05:15;74,07;1,78;3,11;5,1;29,05;3,83;3,26;12,33;2,89;1,9;1,1;8,24;1,47
Wed;04;01;2017;05:30;72,58;3,31;3,64;5;29,78;3,07;3,24;11,24;2,89;1,02;0,9;8,25;0,23
Wed;04;01;2017;05:45;71,81;1,09;3,26;5,46;28,51;3,22;3,26;12,93;2,89;1,83;0,9;8,22;0,23
Wed;04;01;2017;06:00;73,14;3,36;2,92;5,48;29,76;3,59;3,26;11,15;2,89;1,29;1;8,21;0,23
Wed;04;01;2017;06:15;72,45;1,45;3,39;5,44;28,99;3,52;3,26;11,27;2,89;1,8;0,9;8,18;1,35
Wed;04;01;2017;06:30;70,74;2,56;3,62;5,02;28,27;3,13;3,26;10,69;2,89;1,9;1;8,17;0,23
Wed;04;01;2017;06:45;70,81;3,06;3,02;5,14;28,81;3,52;3,26;10,64;2,89;1,18;0,9;8,16;0,23
Wed;04;01;2017;07:00;72,52;0,9;3,04;5,44;29,39;5,32;3,26;11,24;2,89;1,52;1,1;8,19;0,23
Wed;04;01;2017;07:15;73,8;3,34;3,62;5,43;28,46;3,32;3,25;10,71;2,89;1,64;0,9;8,17;2,08
Wed;04;01;2017;07:30;70,87;3,34;3,49;5,45;27,86;3,05;3,26;10,72;2,89;1,4;1;8,18;0,23
Wed;04;01;2017;07:45;69,48;1,62;2,92;5,26;28,1;3,05;3,25;11,14;2,89;1,91;0,9;8,21;0,23
Wed;04;01;2017;08:00;67,78;1,24;3,33;4,88;27,87;3,06;3,26;10,6;2,89;1,16;1,1;8,17;0,23
Wed;04;01;2017;08:15;74,38;3,37;3,6;5,43;30,06;3,1;3,26;10,58;2,89;1,69;0,9;8,15;1,35
Wed;04;01;2017;08:30;72,94;3,34;3,29;4,85;28,56;3,39;3,25;10,95;2,89;1,27;1;8,15;2
Wed;04;01;2017;08:45;72,1;1,24;3,01;4,85;30,16;3,87;3,26;11,58;2,89;1,9;1;8,11;0,22
Wed;04;01;2017;09:00;69,26;1,45;3,59;4,85;28,33;3,22;3,24;11,34;2,89;1,15;0,9;8,08;0,22
Wed;04;01;2017;09:15;74,6;3,34;3,61;4,84;29,22;4,09;3,26;11,91;2,89;1,68;1,1;8,07;0,59
Wed;04;01;2017;09:30;72,22;2,42;3,61;4,86;27,07;3,42;3,26;12,08;2,89;1,45;1;8,07;2,07
Wed;04;01;2017;09:45;69,44;0,75;3,6;4,85;28,1;3,22;3,24;11,67;2,89;1,89;0,9;8,1;0,22
Wed;04;01;2017;10:00;74,79;3,28;3,59;5,59;29,21;4,26;3,26;12,27;2,89;1,06;1,1;8,07;0,22
Wed;04;01;2017;10:15;78,78;2,99;3,59;4,95;31,52;3,22;3,27;14,05;2,89;1,75;1;9,33;0,22
Wed;04;01;2017;10:30;77,67;0,74;3,59;5,56;28,18;4,12;3,26;14,03;2,89;1,31;1,1;9,83;3,05
Wed;04;01;2017;10:45;77,27;3,21;3,59;4,84;28,93;3,38;3,28;14,24;2,89;1,74;1,1;9,82;0,23
Wed;04;01;2017;11:00;79,29;3,18;3,59;5,78;29,07;3,4;3,27;15,33;2,89;1,55;1,2;9,81;0,23
Wed;04;01;2017;11:15;78,7;0,74;3,58;9,98;27,69;4,15;3,29;13,88;2,89;1,29;1,2;9,78;0,23
Wed;04;01;2017;11:30;86,81;3;3,57;12,93;28,57;3,22;3,26;16,24;2,89;1,71;1,4;9,79;0,22
Wed;04;01;2017;11:45;92,8;3,34;8,75;9,3;28,86;4,27;3,28;14,87;2,89;1,51;1,4;9,88;4,45
Wed;04;01;2017;12:00;81,83;1,11;3,58;7,95;29,54;3,23;3,28;16,42;2,89;1,9;1,8;9,9;0,23
Wed;04;01;2017;12:15;86,45;2,5;6,91;8,15;28,54;3,65;3,29;16,54;2,89;1,9;2;9,85;0,23
Wed;04;01;2017;12:30;85,02;3,33;4,24;8,15;30,13;3,91;3,27;15,92;2,89;1,62;2,3;9,02;0,23
Wed;04;01;2017;12:45;85,34;2,09;4,66;8,16;30,61;3,23;3,28;18,16;2,89;1,5;2,4;8,14;0,23
Wed;04;01;2017;13:00;84,02;1,25;3,6;8,16;31,55;4,37;3,29;16,04;2,89;1,89;2,6;8,15;0,23
Wed;04;01;2017;13:15;90,25;3,08;7,8;8,16;30,91;3,23;3,26;18,27;2,89;1,38;2,9;8,13;0,23
Wed;04;01;2017;13:30;93,56;3,16;4,16;8,16;28,94;4,35;3,28;18,38;2,89;1,9;3;8,1;7,24
Wed;04;01;2017;13:45;85,81;2,52;4,77;8,14;28,81;3,23;3,29;18,79;2,89;1,9;3,2;8,05;0,23
Wed;04;01;2017;14:00;88,56;2,06;8,62;8,15;29,24;3,91;3,29;15,56;2,89;1,89;3,2;9,53;0,23
Wed;04;01;2017;14:15;87,48;3,16;4,13;8,14;28,6;3,67;3,29;18,36;2,89;1,89;3,3;9,78;0,26
Wed;04;01;2017;14:30;92,4;2,45;5,06;8,14;29,12;3,67;3,29;18,55;2,89;1,9;3,3;9,81;4,22
Wed;04;01;2017;14:45;91,77;1,8;8,56;8,16;28,97;3,94;3,29;18,83;2,89;1,9;3,4;9,79;0,23
Wed;04;01;2017;15:00;86,88;3,15;3,96;8,17;28,54;3,23;3,29;18,28;2,89;1,9;3,4;9,84;0,22
Wed;04;01;2017;15:15;93,48;2,75;6,56;8,16;28,6;4,39;3,29;18,96;2,89;1,9;3,5;10,23;2,24
Wed;04;01;2017;15:30;93,95;1,22;6,1;8,15;31,27;3,23;3,29;19,18;2,89;1,9;3,7;10,47;2,54
Wed;04;01;2017;15:45;93,38;3,15;5,89;7,4;29,07;4,39;3,28;18,69;2,89;1,9;3,7;10,45;2,57
Wed;04;01;2017;16:00;96,85;3,15;7,25;6,66;31,38;3,25;3,3;18,72;2,89;1,9;3,7;10,47;4,18
Wed;04;01;2017;16:15;88,15;1,25;4,95;7,36;29,43;4,04;3,26;18,58;2,89;1,9;3,7;10,46;0,34
Wed;04;01;2017;16:30;91,23;2,5;8,44;8,21;27,55;3,57;3,29;18,77;2,89;1,9;3,7;10,18;0,22
Wed;04;01;2017;16:45;92,63;3,15;4,58;8,2;29,7;3,55;3,28;18,8;2,89;1,91;3,5;9,83;3,25
Wed;04;01;2017;17:00;88,69;2,16;5,57;8,2;29,29;4,03;3,28;18,12;2,89;1,91;3,2;9,82;0,23
Wed;04;01;2017;17:15;91,65;2,03;8,73;8,18;28,77;3,29;3,28;18,73;2,89;1,91;2,9;9,82;1,13
Wed;04;01;2017;17:30;90,35;3,16;4,3;8,14;28,89;4,32;3,29;17,98;2,89;1,9;2,5;9,98;2,99
Wed;04;01;2017;17:45;85,47;1,72;4,35;8,14;28,89;3,24;3,28;18,14;2,89;1,89;2,3;10,41;0,22
Wed;04;01;2017;18:00;92,93;2,47;7,68;8,14;29,43;4,33;3,29;17,77;2,89;1,89;2,4;9,91;2,73
Wed;04;01;2017;18:15;85,48;3,16;4,69;8,14;28,66;3,22;3,29;17,45;2,89;1,9;2;9,86;0,23
Wed;04;01;2017;18:30;90,8;1,17;5,68;8,13;29,12;4,22;3,29;17,87;2,89;1,89;4,6;10,25;1,69
Wed;04;01;2017;18:45;92,44;3,14;4,15;6,77;28,58;3,1;3,26;17,54;2,89;1,9;8,3;10,54;2,26
Wed;04;01;2017;19:00;91,88;2,82;3,91;7,22;28,24;4,23;3,25;17,67;2,89;1,9;9,5;10,02;0,23
Wed;04;01;2017;19:15;88,2;0,78;3,63;8,01;27,49;3,12;3,27;16,05;2,89;1,9;9,8;9,84;1,43
Wed;04;01;2017;19:30;95;3,05;6,58;8;28,84;3,92;3,26;16,67;2,89;1,9;9,8;9,86;0,23
Wed;04;01;2017;19:45;93,27;3,15;3,63;8,01;28,83;3,41;3,25;17,74;2,89;1,9;10,4;9,83;0,23
Wed;04;01;2017;20:00;91,45;1,87;3,62;7,98;29,65;3,67;3,26;15,92;2,89;1,9;10,6;9,85;0,23
Wed;04;01;2017;20:15;91,72;1,57;3,63;8;29,16;3,74;3,25;15,59;2,89;1,9;10,7;9,88;1,43
Wed;04;01;2017;20:30;93,08;3,15;3,63;7,92;27,72;3,4;3,27;17,91;2,89;1,9;10,1;9,89;1,29
Wed;04;01;2017;20:45;91,4;2,53;3,64;6,75;28,46;3,95;3,25;14,09;2,89;1,9;10,9;9,9;3,14
Wed;04;01;2017;21:00;91,66;1,3;3,64;7,99;29,85;3,22;3,28;17,42;2,89;1,9;10;9,93;0,23
Wed;04;01;2017;21:15;95,07;3,17;3,65;8,01;28,83;4,18;3,26;15,4;2,89;1,91;10,8;9,93;3,04
Wed;04;01;2017;21:30;90,16;2,23;3,65;8,01;29,16;3,12;3,24;15,4;2,89;1,91;9,4;9,95;1,19
Wed;04;01;2017;21:45;92,89;1,77;3,63;8;28,72;4,32;3,27;16,16;2,89;1,92;10,7;9,98;1,53
Wed;04;01;2017;22:00;92,39;3,17;2,93;7,95;29,04;3,12;3,25;13,1;2,89;1,92;10,8;9,94;4,27
Wed;04;01;2017;22:15;90,82;1,65;3,11;7,96;28,74;4,25;3,25;16,46;2,89;1,92;10,7;9,66;0,23
Wed;04;01;2017;22:30;84,84;2,32;3,57;6,7;28,83;3,13;3,27;13,86;2,89;1,92;9,7;8,25;0,39
Wed;04;01;2017;22:45;89,24;3,16;2,94;7,99;27,66;4,28;3,22;13,69;2,89;1,91;11,2;8,22;2,08
Wed;04;01;2017;23:00;85,8;1,67;2,94;7,97;27,22;3,13;3,25;15,23;2,89;1,47;10,5;8,2;1,3
Wed;04;01;2017;23:15;81,29;2,38;2,95;3,27;28,68;4,16;3,26;13,69;2,89;1,41;10,1;8,25;0,23
Wed;04;01;2017;23:30;81,13;3,17;2,94;1,96;28,87;3,27;3,25;15,13;2,89;1,5;8,4;8,24;1,51
Wed;04;01;2017;23:45;77,21;1,07;2,93;2,52;28,81;4,07;3,25;13,04;2,89;1,79;6,3;8,24;2,3
Thu;05;01;2017;00:00;76,82;3,11;2,92;4,71;29,25;3,28;3,25;13,53;2,89;1,38;4,1;8,2;0,22
Thu;05;01;2017;00:15;75,9;2,04;2,91;4,71;29,34;3,62;3,25;15,21;2,89;1,36;2,2;8,15;0,22
Thu;05;01;2017;00:30;75,46;2,37;2,91;4,7;28,31;3,05;3,26;13,68;2,89;1,56;1,7;8,18;2,85
Thu;05;01;2017;00:45;73,45;2,84;2,91;4,7;27,56;3,05;3,25;13,69;2,89;1,43;1,7;8,17;1,25
Thu;05;01;2017;01:00;72,28;1,45;2,92;4,71;28,37;3,05;3,23;13,8;2,89;1,66;1,8;8,18;0,23
Thu;05;01;2017;01:15;74,39;3,17;2,92;4,72;28,34;3,06;3,26;13,74;2,89;1,48;1,6;8,19;1,03
Thu;05;01;2017;01:30;71,56;2,11;2,92;4,71;27,79;3,06;3,23;13,41;2,89;1,51;1,53;8,18;0,23
Thu;05;01;2017;01:45;71,19;1,41;2,92;4,71;26,79;3,06;3,23;15,09;2,89;1,23;1,43;8,2;0,23
Thu;05;01;2017;02:00;73,55;2,22;2,93;4,71;28,38;3,8;3,25;12,95;2,89;1,73;1,43;8,19;1,08
Thu;05;01;2017;02:15;72,88;2,73;2,93;5,23;28,41;3,6;3,25;12,51;2,89;1,5;1,4;8,2;0,23
Thu;05;01;2017;02:30;71,25;1,53;2,92;4,64;27,7;3,62;3,22;12,89;2,89;1,47;1,35;8,2;0,81
Thu;05;01;2017;02:45;73,51;3,15;2,93;4,7;27,64;3,06;3,24;14,75;2,89;1,25;1,35;8,23;0,31
Thu;05;01;2017;03:00;70,58;1,36;2,93;4,7;28,02;3,06;3,23;13,07;2,89;1,56;1,3;8,22;0,23
Thu;05;01;2017;03:15;72,86;3,12;2,93;5,13;28,53;3,06;3,24;12,21;2,89;1,52;1,4;8,19;0,63
Thu;05;01;2017;03:30;69,6;1,67;2,92;4,71;27,36;3,14;3,24;12,61;2,89;1,41;1,2;8,22;0,23
Thu;05;01;2017;03:45;74,04;3,36;2,93;4,71;28,67;3,62;3,22;13,27;2,89;1,09;1,3;8,19;0,79
Thu;05;01;2017;04:00;70,85;0,96;2,94;4,69;27,88;3,91;3,25;13,15;2,89;1,45;1,3;8,19;0,24
Thu;05;01;2017;04:15;72,66;3,35;2,94;5,16;28,39;3,35;3,24;12,32;2,89;1,36;1,2;8,23;0,23
Thu;05;01;2017;04:30;68,84;1,27;2,64;4,64;27,59;3,06;3,22;12,48;2,89;1,56;1;8,23;0,23
Thu;05;01;2017;04:45;71,97;3,03;2,64;4,69;28,7;3,06;3,23;12,76;2,89;1,29;1,2;8,25;0,23
Thu;05;01;2017;05:00;70,73;1,94;2,94;5,15;28,33;3,06;3,23;12,42;2,89;1,34;1;8,21;0,23
